pedido_id,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,data_efetivacao,order_bump,pedido_pai_ob,SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,dia_semana_compra,mes_compra,compra_fim_semana,valor_parcela,tem_order_bump,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,produtor_encoded,lancamento_encoded,segmento_encoded,categoria_risco_score_encoded,endereco_cep_encoded,endereco_estado_encoded,endereco_cidade_encoded,nascimento_encoded,modalidade_encoded,MENSAGEM_TIPO_REGISTRO_encoded
1968003,Produtor_0683,Lancamento_0232,Autoconhecimento,553.0,Médio,98380-000,RS,Cidade_4539,1979-12-08,46,Antecipação Produtor,1792.8,12,2026-01-19 15:29:00,Desconhecido,0.0,595,3,625,99,95,3940,625,625,APTOS,0,1,0,149.4,0,1,8,825.875,1.03125,278,67,0,3,20537,24,2213,5006,0,0
1967992,Produtor_0408,Lancamento_0655,Outros,371.0,Médio,57480-000,AL,Cidade_1609,1988-07-11,37,Crédito Acessível,568.75,7,2026-01-19 15:30:00,Desconhecido,0.0,601,3,623,99,93,2260,602,565,APTOS,0,1,0,81.25,0,1,8,605.75,1.053191489361702,175,237,7,3,12139,1,802,7731,1,0
1958808,Produtor_0261,Lancamento_3285,Mentoria,447.0,Médio,36200-139,MG,Cidade_0525,1995-01-13,31,Crédito Acessível,2038.8,12,2026-01-19 15:31:00,Desconhecido,0.0,634,4,630,99,998,1400,632,696,APTOS,0,1,0,169.9,0,1,8,636.625,0.0990990990990991,110,1000,6,3,9261,11,256,9639,1,0
1967997,Produtor_1042,Lancamento_0270,Outros,719.0,Baixo,13210-090,SP,Cidade_2800,1975-10-02,50,Crédito Acessível,1189.92,12,2026-01-19 15:32:00,Desconhecido,0.0,713,1,700,2,100,10408,650,546,APTOS,0,1,0,99.16,0,1,8,1640.0,0.0198019801980198,427,78,7,1,3644,27,1366,3787,1,0
1968005,Produtor_2047,Lancamento_2118,Outros,83.0,Alto,69308140,RR,Cidade_0670,1973-10-01,52,Crédito Acessível,2223.96,12,2026-01-19 15:32:00,Desconhecido,0.0,625,2,625,99,97,2038,574,594,APTOS,0,1,0,185.33,0,1,8,581.75,1.010204081632653,865,580,7,0,14461,23,335,3215,1,0
1967986,Produtor_0683,Lancamento_0232,Autoconhecimento,344.0,Médio,99042-050,RS,Cidade_3862,1989-02-11,36,Crédito Acessível,2988.0,12,2026-01-19 15:33:00,Desconhecido,0.0,502,1,490,99,100,6193,556,544,APTOS,0,1,0,249.0,0,1,8,1060.625,0.9801980198019802,278,67,0,3,20610,24,1869,7908,1,0
1968006,Produtor_0683,Lancamento_0232,Autoconhecimento,721.0,Baixo,22630-011,RJ,Cidade_4307,1981-05-15,44,Antecipação Produtor,1792.8,12,2026-01-19 15:34:00,Desconhecido,0.0,625,1,625,99,100,7487,625,625,APTOS,0,1,0,149.4,0,1,8,1273.375,0.9801980198019802,278,67,0,1,6184,20,2092,5448,0,0
1965765,Produtor_0683,Lancamento_0232,Autoconhecimento,0.0,Alto,78690000,MT,Cidade_3576,1997-03-03,28,Crédito Acessível,2988.0,12,2026-01-19 15:35:00,Desconhecido,0.0,565,3,581,99,998,1983,544,568,APTOS,0,1,0,249.0,0,1,8,667.625,0.0990990990990991,278,67,0,0,16766,13,1726,10256,1,0
1968010,Produtor_1042,Lancamento_0270,Outros,239.0,Alto,46140-000,BA,Cidade_2940,1984-12-12,41,Crédito Acessível,1189.92,12,2026-01-19 15:36:00,Desconhecido,0.0,546,4,439,99,54,1601,519,506,APTOS,0,1,0,99.16,0,1,8,471.0,1.8,427,78,7,0,10987,4,1433,6600,1,0
1957196,Produtor_0683,Lancamento_0232,Autoconhecimento,492.0,Médio,60730-017,CE,Cidade_1883,1981-06-16,44,Antecipação Produtor,2988.0,12,2026-01-19 15:37:00,Desconhecido,0.0,701,2,660,99,82,2690,610,550,APTOS,0,1,0,249.0,0,1,8,674.25,1.1927710843373494,278,67,0,3,12747,6,926,5476,0,0
1968015,Produtor_1042,Lancamento_0270,Outros,662.0,Baixo,12235-050,SP,Cidade_5309,2002-05-12,23,Crédito Acessível,1189.92,12,2026-01-19 15:38:00,Desconhecido,0.0,662,3,693,99,83,1779,645,627,APTOS,0,1,0,99.16,0,1,8,573.875,1.1785714285714286,427,78,7,1,3012,27,2501,11549,1,0
1957764,Produtor_0261,Lancamento_3285,Mentoria,298.0,Alto,65065-660,MA,Cidade_5338,1979-12-06,46,Crédito Acessível,2038.8,12,2026-01-19 15:38:00,Desconhecido,0.0,474,3,469,99,100,1507,503,503,APTOS,0,1,0,169.9,0,1,8,457.25,0.9801980198019802,110,1000,6,0,13381,10,2530,5004,1,0
1967087,Produtor_1442,Lancamento_2891,Outros,575.0,Médio,78138030,MT,Cidade_5877,1964-09-10,61,Crédito Acessível,2230.2,12,2026-01-19 15:38:00,Desconhecido,0.0,686,1,720,99,93,3339,678,694,APTOS,0,1,0,185.85,0,1,8,788.75,1.053191489361702,609,870,7,3,16576,13,2810,1208,1,0
1967948,Produtor_0683,Lancamento_0232,Autoconhecimento,293.0,Alto,14787-050,SP,Cidade_0571,1974-08-11,51,Crédito Acessível,2988.0,12,2026-01-19 15:40:00,Desconhecido,0.0,635,2,619,99,100,9052,606,605,APTOS,0,1,0,249.0,0,1,8,1464.75,0.9801980198019802,278,67,0,0,4543,27,281,3455,1,0
1968028,Produtor_0641,Lancamento_0596,Empreendedor,293.0,Alto,69550045,AM,Cidade_5480,1988-12-27,37,Crédito Acessível,1392.48,8,2026-01-19 15:41:00,Desconhecido,0.0,533,1,517,99,998,3375,540,571,APTOS,0,1,0,174.06,0,1,8,829.25,0.0990990990990991,268,214,3,0,14510,2,2627,7868,1,0
1968013,Produtor_2295,Lancamento_3046,Mentoria,351.0,Médio,33900-001,MG,Cidade_4394,1979-05-27,46,Crédito Acessível,1241.04,12,2026-01-19 15:42:00,Desconhecido,0.0,625,3,625,99,100,1507,625,625,APTOS,0,1,0,103.42,0,1,8,526.125,0.9801980198019802,964,927,6,3,8756,11,2129,4850,1,0
1952802,Produtor_0689,Lancamento_4098,Outros,485.0,Médio,2882000,SP,Cidade_5362,1996-04-05,29,Crédito Acessível,620.94,3,2026-01-19 15:44:00,Desconhecido,0.0,611,3,623,99,998,3533,610,600,APTOS,0,1,0,206.98,0,1,8,884.625,0.0990990990990991,281,1234,7,3,7497,27,2554,9990,1,0
1967979,Produtor_1703,Lancamento_1423,Outros,255.0,Alto,60330-530,CE,Cidade_1883,1988-05-03,37,Crédito Acessível,1393.58,4,2026-01-19 15:46:00,Desconhecido,0.0,520,2,499,99,54,2160,528,503,APTOS,0,1,0,348.395,0,1,8,545.625,1.8,719,462,7,0,12648,6,926,7665,1,0
1968046,Produtor_0721,Lancamento_1597,Autoconhecimento,401.0,Médio,50670560,PE,Cidade_4331,1989-07-16,36,Crédito Acessível,2028.0,12,2026-01-19 15:46:00,Desconhecido,0.0,625,1,625,99,100,2551,611,583,APTOS,0,1,0,169.0,0,1,8,649.375,0.9801980198019802,294,510,0,3,11379,17,2104,8040,1,0
1968045,Produtor_0586,Lancamento_2141,Mentoria,296.0,Alto,69044236,AM,Cidade_3082,1990-03-21,35,Crédito Acessível,2396.04,12,2026-01-19 15:47:00,Desconhecido,0.0,653,2,599,2,100,8098,562,578,APTOS,0,1,0,199.67,0,1,8,1324.25,0.0198019801980198,240,603,6,0,14281,2,1493,8238,1,0
1960307,Produtor_0261,Lancamento_3285,Mentoria,319.0,Médio,59084-470,RN,Cidade_3431,1984-12-05,41,Crédito Acessível,2038.8,12,2026-01-19 15:48:00,Desconhecido,0.0,625,3,608,99,999,5000,550,515,APTOS,0,1,0,169.9,0,1,8,1049.875,0.099,110,1000,6,3,12445,21,1662,6595,1,0
1968039,Produtor_1961,Lancamento_1314,Outros,259.0,Alto,36404-306,MG,Cidade_1417,2001-02-25,24,Crédito Acessível,2730.84,12,2026-01-19 15:48:00,Desconhecido,0.0,566,3,578,99,998,1736,542,511,APTOS,0,1,0,227.57,0,1,8,629.125,0.0990990990990991,828,429,7,0,9312,11,712,11279,1,0
1958565,Produtor_0261,Lancamento_3285,Mentoria,16.0,Alto,76920000,RO,Cidade_3669,1978-03-23,47,Crédito Acessível,2038.8,12,2026-01-19 15:50:00,Desconhecido,0.0,530,1,557,99,998,1967,537,483,APTOS,0,1,0,169.9,0,1,8,646.5,0.0990990990990991,110,1000,6,0,16233,22,1768,4489,1,0
1968042,Produtor_0753,Lancamento_3939,Outros,630.0,Médio,41195-660,BA,Cidade_4592,1987-02-08,38,Crédito Acessível,1019.76,12,2026-01-19 15:50:00,Desconhecido,0.0,666,1,668,99,100,1873,620,582,APTOS,0,1,0,84.98,0,1,8,576.125,0.9801980198019802,305,1164,7,3,10276,4,2241,7277,1,0
1968037,Produtor_1442,Lancamento_2891,Outros,266.0,Alto,23036-500,RJ,Cidade_4446,1960-07-07,65,Crédito Acessível,2230.2,12,2026-01-19 15:52:00,Desconhecido,0.0,625,5,549,99,100,1782,569,625,APTOS,0,1,0,185.85,0,1,8,544.25,0.9801980198019802,609,870,7,0,6389,20,2165,626,1,0
1968022,Produtor_0683,Lancamento_0232,Autoconhecimento,232.0,Alto,01443-010,SP,Cidade_5362,1985-08-19,40,Crédito Acessível,2988.0,12,2026-01-19 15:53:00,Desconhecido,0.0,568,1,579,99,998,1635,545,557,APTOS,0,1,0,249.0,0,1,8,622.75,0.0990990990990991,278,67,0,0,67,27,2554,6814,1,0
1968043,Produtor_1918,Lancamento_2294,Autodesenvolvimento,564.0,Médio,89703-780,SC,Cidade_1404,1990-04-21,35,Crédito Acessível,1713.12,7,2026-01-19 15:56:00,Desconhecido,0.0,537,1,595,99,54,5047,545,474,APTOS,0,1,0,244.73142857142847,0,1,8,919.0,1.8,811,675,1,3,19421,25,704,8262,1,0
1968018,Produtor_0753,Lancamento_3939,Outros,146.0,Alto,79904248,MS,Cidade_4107,2001-05-05,24,Crédito Acessível,1019.76,12,2026-01-19 15:58:00,Desconhecido,0.0,556,3,583,99,0,1434,526,548,APTOS,0,1,0,84.98,0,1,8,468.625,99.0,305,1164,7,0,17168,12,1990,11322,1,0
1968064,Produtor_2233,Lancamento_0376,Emagrecimento,229.0,Alto,75384-173,GO,Cidade_5577,1996-12-06,29,Crédito Acessível,497.1,5,2026-01-19 15:59:00,Desconhecido,0.0,649,2,653,99,100,1677,633,609,APTOS,0,1,0,99.42,0,1,8,552.75,0.9801980198019802,939,123,2,0,15846,9,2675,10188,1,0
1968065,Produtor_0683,Lancamento_0232,Autoconhecimento,623.0,Médio,12234-280,SP,Cidade_5309,1967-06-08,58,Antecipação Produtor,2988.0,12,2026-01-19 16:00:00,Desconhecido,0.0,631,7,611,99,100,1522,636,666,APTOS,0,1,0,249.0,0,1,8,534.0,0.9801980198019802,278,67,0,3,3010,27,2501,1699,0,0
1966797,Produtor_1961,Lancamento_1314,Outros,317.0,Médio,13643-468,SP,Cidade_4051,2001-12-28,24,Crédito Acessível,2730.84,12,2026-01-19 16:00:00,Desconhecido,0.0,595,1,578,99,84,1600,594,584,APTOS,0,1,0,227.57,0,1,8,516.875,1.1647058823529413,828,429,7,3,4173,27,1964,11465,1,0
1968069,Produtor_1311,Lancamento_3901,Emagrecimento,254.0,Alto,09772-030,SP,Cidade_5252,1988-11-12,37,Crédito Acessível,369.08,4,2026-01-19 16:00:00,Desconhecido,0.0,595,3,568,99,62,1907,546,515,APTOS,0,1,0,92.27,0,1,8,536.875,1.5714285714285714,557,1137,2,0,2428,27,2444,7827,1,0
1967380,Produtor_2005,Lancamento_2233,Outros,325.0,Médio,42821-810,BA,Cidade_0987,1984-09-11,41,Crédito Acessível,559.44,6,2026-01-19 16:02:00,Desconhecido,0.0,585,1,593,99,998,2121,557,539,APTOS,0,1,0,93.24,0,1,8,686.625,0.0990990990990991,848,651,7,3,10543,4,496,6525,1,0
1968059,Produtor_1720,Lancamento_3819,Autodesenvolvimento,423.0,Médio,68904-385,AP,Cidade_3028,1994-12-01,31,Crédito Acessível,1279.68,8,2026-01-19 16:03:00,Desconhecido,0.0,625,6,625,99,100,2462,625,625,APTOS,0,1,0,159.96,0,1,8,645.875,0.9801980198019802,723,1112,1,3,14161,3,1466,9602,1,0
1968026,Produtor_1961,Lancamento_1314,Outros,168.0,Alto,06330-000,SP,Cidade_1154,1995-06-14,30,Crédito Acessível,2730.84,12,2026-01-19 16:05:00,Desconhecido,0.0,479,3,360,99,52,7880,466,460,APTOS,0,1,0,227.57,0,1,8,1224.875,1.8679245283018868,828,429,7,0,1403,27,585,9760,1,0
1964321,Produtor_1013,Lancamento_0005,Mentoria,824.0,Baixo,45655828,BA,Cidade_2303,1954-01-29,72,Crédito Acessível,3935.6,10,2026-01-19 16:05:00,Desconhecido,0.0,632,8,722,99,100,2444,669,663,APTOS,0,1,0,393.56,0,1,8,667.125,0.9801980198019802,410,0,6,1,10914,4,1120,154,1,0
1967995,Produtor_0683,Lancamento_0232,Autoconhecimento,371.0,Médio,30670140,MG,Cidade_0618,1976-05-17,49,Antecipação Produtor,1792.8,12,2026-01-19 16:06:00,Desconhecido,0.0,682,3,688,99,100,1400,658,663,APTOS,0,1,0,149.4,0,1,8,536.625,0.9801980198019802,278,67,0,3,8191,11,309,3953,0,0
1968075,Produtor_0888,Lancamento_3432,Outros,671.0,Baixo,91210-060,RS,Cidade_4138,1980-03-05,45,Crédito Acessível,1655.55,9,2026-01-19 16:06:00,Desconhecido,0.0,611,4,625,2,97,10896,570,557,APTOS,0,1,0,183.95,0,1,8,1670.25,0.0204081632653061,358,1031,7,1,19623,24,2010,5077,1,0
1968092,Produtor_0683,Lancamento_0232,Autoconhecimento,593.0,Médio,02044-080,SP,Cidade_5362,1964-03-08,61,Antecipação Produtor,2988.0,12,2026-01-19 16:14:00,Desconhecido,0.0,736,2,722,2,96,6348,697,644,APTOS,0,1,0,249.0,0,1,8,1155.875,0.0206185567010309,278,67,0,3,98,27,2554,1124,0,0
1968063,Produtor_0721,Lancamento_1597,Autoconhecimento,320.0,Médio,44915-000,BA,Cidade_5276,1978-02-16,47,Crédito Acessível,2346.4,12,2026-01-19 16:15:00,Desconhecido,0.0,625,3,625,99,100,1653,625,625,APTOS,0,1,0,195.53333333333333,0,1,8,544.375,0.9801980198019802,294,510,0,3,10777,4,2468,4461,1,0
1968062,Produtor_0348,Lancamento_4580,Empreendedor,359.0,Médio,12947792,SP,Cidade_0421,1968-11-21,57,Crédito Acessível,797.65,7,2026-01-19 16:16:00,Desconhecido,0.0,625,1,555,99,51,4692,552,597,APTOS,0,1,0,113.95,0,1,8,896.5,1.9038461538461533,158,1435,3,3,3283,27,200,2005,1,0
1968090,Produtor_1628,Lancamento_0604,Empreendedor,423.0,Médio,79645-180,MS,Cidade_5600,1990-02-05,35,Crédito Acessível,3293.47,12,2026-01-19 16:17:00,Desconhecido,0.0,558,2,590,99,0,1822,560,519,APTOS,0,1,0,274.4558333333333,0,1,8,518.75,99.0,688,219,3,3,17101,12,2682,8203,1,0
1968091,Produtor_1744,Lancamento_3792,Outros,222.0,Alto,08744-000,SP,Cidade_3306,1982-02-24,43,Crédito Acessível,1095.5,11,2026-01-19 16:18:00,Desconhecido,0.0,625,1,583,99,93,4131,583,537,APTOS,0,1,0,99.5909090909091,0,1,8,831.5,1.053191489361702,737,1100,7,0,2189,27,1602,5702,1,0
1949050,Produtor_0906,Lancamento_1532,Outros,156.0,Alto,40470390,BA,Cidade_4592,1971-05-27,54,Crédito Acessível,1214.34,6,2026-01-19 16:22:00,Desconhecido,0.0,434,1,420,99,47,4180,469,465,APTOS,0,1,0,202.39,0,1,8,764.375,2.0625,365,498,7,0,10227,4,2241,2590,1,0
1968095,Produtor_0683,Lancamento_0232,Autoconhecimento,936.0,Baixo,13662-062,SP,Cidade_3714,1981-03-31,44,Antecipação Produtor,1792.8,12,2026-01-19 16:22:00,Desconhecido,0.0,619,8,678,99,100,15788,677,714,APTOS,0,1,0,149.4,0,1,8,2335.375,0.9801980198019802,278,67,0,1,4176,27,1791,5409,0,0
1968114,Produtor_0683,Lancamento_0232,Autoconhecimento,287.0,Alto,49045-250,SE,Cidade_0025,1991-09-20,34,Antecipação Produtor,1792.8,12,2026-01-19 16:22:00,Desconhecido,0.0,618,5,566,99,34,8585,572,528,APTOS,0,1,0,149.4,0,1,8,1375.875,2.8285714285714287,278,67,0,0,11271,26,9,8683,0,0
1968112,Produtor_0683,Lancamento_0232,Autoconhecimento,434.0,Médio,79095-320,MS,Cidade_1031,1988-07-13,37,Antecipação Produtor,2988.0,12,2026-01-19 16:24:00,Desconhecido,0.0,543,3,608,99,0,2328,593,613,APTOS,0,1,0,249.0,0,1,8,598.375,99.0,278,67,0,3,16999,12,522,7733,0,0
1965674,Produtor_1424,Lancamento_0244,Mentoria,484.0,Médio,03714-050,SP,Cidade_5362,1985-10-16,40,Crédito Acessível,9362.48,8,2026-01-19 16:26:00,Desconhecido,0.0,497,8,623,99,100,9034,614,534,APTOS,0,1,0,1170.31,0,1,8,1438.625,0.9801980198019802,596,69,6,3,582,27,2554,6869,1,0
1966845,Produtor_1961,Lancamento_1314,Outros,0.0,Alto,65700000,MA,Cidade_0479,1970-11-29,55,Crédito Acessível,2730.84,12,2026-01-19 16:27:00,Desconhecido,0.0,650,6,730,99,998,1636,679,695,APTOS,0,1,0,227.57,0,1,8,686.625,0.0990990990990991,828,429,7,0,13535,10,234,2465,1,0
1968101,Produtor_0146,Lancamento_3105,Empreendedor,192.0,Alto,80050-450,PR,Cidade_1555,1975-05-02,50,Crédito Acessível,26575.05,36,2026-01-19 16:28:00,Desconhecido,0.0,571,1,530,99,0,2299,555,623,APTOS,0,1,0,738.1958333333333,0,1,8,584.75,99.0,62,951,3,0,17204,19,780,3669,1,0
1968108,Produtor_0261,Lancamento_3285,Mentoria,472.0,Médio,41152-085,BA,Cidade_4592,1975-01-31,51,Crédito Acessível,2038.8,12,2026-01-19 16:29:00,Desconhecido,0.0,612,1,630,99,998,2197,598,613,APTOS,0,1,0,169.9,0,1,8,718.5,0.0990990990990991,110,1000,6,3,10263,4,2241,3601,1,0
1968119,Produtor_1042,Lancamento_0270,Outros,253.0,Alto,75780-000,GO,Cidade_2343,2001-07-10,24,Crédito Acessível,1189.92,12,2026-01-19 16:31:00,Desconhecido,0.0,461,1,520,99,59,1858,485,458,APTOS,0,1,0,99.16,0,1,8,492.625,1.65,427,78,7,0,15946,9,1137,11360,1,0
1965930,Produtor_0683,Lancamento_0232,Autoconhecimento,481.0,Médio,11335-170,SP,Cidade_5387,1985-01-02,41,Crédito Acessível,2988.0,12,2026-01-19 16:34:00,Desconhecido,0.0,719,1,625,99,100,10257,619,654,APTOS,0,1,0,249.0,0,1,8,1634.25,0.9801980198019802,278,67,0,3,2637,27,2579,6617,1,0
1957458,Produtor_0586,Lancamento_2141,Mentoria,Desconhecido,Desconhecido,22411-030,RJ,Cidade_4446,1989-03-26,36,Crédito Acessível,2236.99,7,2026-01-19 16:36:00,Desconhecido,0.0,490,3,539,99,100,12853,518,509,APTOS,0,1,0,319.57,0,1,8,1888.875,0.9801980198019802,240,603,6,2,6167,20,2165,7940,1,0
1968131,Produtor_0261,Lancamento_3285,Mentoria,670.0,Baixo,40255-205,BA,Cidade_4592,1969-02-07,56,Crédito Acessível,2038.8,12,2026-01-19 16:37:00,Desconhecido,0.0,688,5,670,2,100,6156,678,695,APTOS,0,1,0,169.9,0,1,8,1124.25,0.0198019801980198,110,1000,6,1,10161,4,2241,2056,1,0
1964009,Produtor_0261,Lancamento_3285,Mentoria,234.0,Alto,59613-760,RN,Cidade_3374,1981-01-19,45,Crédito Acessível,2038.8,12,2026-01-19 16:37:00,Desconhecido,0.0,581,1,583,99,80,2875,537,496,APTOS,0,1,0,169.9,0,1,8,656.5,1.2222222222222223,110,1000,6,0,12555,21,1631,5348,1,0
1956828,Produtor_0579,Lancamento_3884,Emagrecimento,296.0,Alto,40325-680,BA,Cidade_4592,1972-05-24,53,Crédito Acessível,2157.0,12,2026-01-19 16:37:00,Desconhecido,0.0,441,3,475,2,97,4876,512,559,APTOS,0,1,0,179.75,0,1,8,870.625,0.0204081632653061,237,1130,2,0,10196,4,2241,2859,1,0
1962897,Produtor_0261,Lancamento_3285,Mentoria,765.0,Baixo,12960-000,SP,Cidade_3446,1974-03-14,51,Crédito Acessível,2038.8,12,2026-01-19 16:37:00,Desconhecido,0.0,609,3,684,99,93,2253,671,701,APTOS,0,1,0,169.9,0,1,8,639.125,1.053191489361702,110,1000,6,1,3305,27,1667,3338,1,0
1965329,Produtor_0261,Lancamento_3285,Mentoria,69.0,Alto,65077-180,MA,Cidade_5338,2004-08-06,21,Crédito Acessível,2038.8,12,2026-01-19 16:37:00,Desconhecido,0.0,538,1,551,99,999,1522,550,581,APTOS,0,1,0,169.9,0,1,8,605.125,0.099,110,1000,6,0,13425,10,2530,11978,1,0
1966518,Produtor_1958,Lancamento_3691,Empreendedor,733.0,Baixo,13040-240,SP,Cidade_1015,1957-01-14,69,Crédito Acessível,2035.84,8,2026-01-19 16:37:00,Desconhecido,0.0,619,2,759,99,100,4665,671,659,APTOS,0,1,0,254.48,0,1,8,946.75,0.9801980198019802,826,1061,3,1,3341,27,512,320,1,0
1958076,Produtor_0261,Lancamento_3285,Mentoria,460.0,Médio,30575-010,MG,Cidade_0618,1977-09-10,48,Crédito Acessível,2038.8,12,2026-01-19 16:38:00,Desconhecido,0.0,558,1,517,99,99,1742,532,535,APTOS,0,1,0,169.9,0,1,8,510.375,0.99,110,1000,6,3,8129,11,309,4329,1,0
1967905,Produtor_1863,Lancamento_4024,Outros,243.0,Alto,19450-084,SP,Cidade_0955,2000-04-27,25,Crédito Acessível,1860.36,12,2026-01-19 16:38:00,Desconhecido,0.0,554,4,519,99,70,1500,531,546,APTOS,0,1,0,155.03,0,1,8,477.875,1.3943661971830985,784,1200,7,0,5579,27,483,11077,1,0
1964374,Produtor_1452,Lancamento_0607,Outros,453.0,Médio,04267-010,SP,Cidade_5362,1962-06-16,63,Crédito Acessível,638.8,5,2026-01-19 16:38:00,Desconhecido,0.0,648,6,663,99,998,4490,643,700,APTOS,0,1,0,127.76,0,1,8,1030.875,0.0990990990990991,616,221,7,3,776,27,2554,867,1,0
1968122,Produtor_1430,Lancamento_4157,Outros,405.0,Médio,23895755,RJ,Cidade_4886,1987-04-25,38,Crédito Acessível,957.8,10,2026-01-19 16:38:00,Desconhecido,0.0,625,1,609,2,98,1776,603,620,APTOS,0,1,0,95.78,0,1,8,541.75,0.0202020202020202,601,1254,7,3,6517,20,2372,7341,1,0
1967198,Produtor_0613,Lancamento_4672,Outros,642.0,Médio,21832-020,RJ,Cidade_4446,1962-04-29,63,Crédito Acessível,1857.84,12,2026-01-19 16:38:00,Desconhecido,0.0,608,5,569,99,63,4250,618,611,APTOS,0,1,0,154.82,0,1,8,852.875,1.546875,251,1467,7,3,6049,20,2165,841,1,0
1967172,Produtor_1390,Lancamento_4080,Outros,619.0,Médio,04015-011,SP,Cidade_5362,1999-12-30,26,Crédito Acessível,4588.32,12,2026-01-19 16:38:00,Desconhecido,0.0,677,4,676,99,82,1761,661,618,APTOS,0,1,0,382.36,0,1,8,572.25,1.1927710843373494,587,1230,7,3,671,27,2554,10997,1,0
1967969,Produtor_2047,Lancamento_4833,Autodesenvolvimento,319.0,Médio,79064-110,MS,Cidade_1031,1979-03-05,46,Crédito Acessível,816.0,10,2026-01-19 16:38:00,Desconhecido,0.0,584,1,549,99,0,1730,562,561,APTOS,0,1,0,81.6,0,1,8,510.75,99.0,865,1518,1,3,16954,12,522,4778,1,0
1967841,Produtor_2257,Lancamento_0288,Emagrecimento,178.0,Alto,78652-000,MT,Cidade_1412,2004-12-15,21,Crédito Acessível,547.96,7,2026-01-19 16:38:00,Desconhecido,0.0,453,2,471,99,998,1604,460,449,APTOS,0,1,0,78.28,0,1,8,567.0,0.0990990990990991,948,88,2,0,16756,13,709,12034,1,0
1968120,Produtor_0111,Lancamento_3915,Emagrecimento,327.0,Médio,13197-198,SP,Cidade_3335,1985-12-30,40,Crédito Acessível,942.39,9,2026-01-19 16:39:00,Desconhecido,0.0,606,6,622,99,99,6021,625,625,APTOS,0,1,0,104.71,0,1,8,1087.875,0.99,50,1148,2,3,3615,27,1616,6937,1,0
1967833,Produtor_0721,Lancamento_1597,Autoconhecimento,249.0,Alto,19407-018,SP,Cidade_4234,1951-02-01,75,Crédito Acessível,2846.7,12,2026-01-19 16:39:00,Desconhecido,0.0,481,1,550,99,87,1768,518,507,APTOS,0,1,0,237.225,0,1,8,501.375,1.125,294,510,0,0,5577,27,2055,70,1,0
1968132,Produtor_0683,Lancamento_0232,Autoconhecimento,352.0,Médio,35020-460,MG,Cidade_2031,1974-03-08,51,Crédito Acessível,2988.0,12,2026-01-19 16:39:00,Desconhecido,0.0,686,1,692,2,69,19511,672,631,APTOS,0,1,0,249.0,0,1,8,2783.0,0.0285714285714285,278,67,0,3,8818,11,990,3333,1,0
1967362,Produtor_0911,Lancamento_1838,Empreendedor,515.0,Médio,96211-070,RS,Cidade_4416,1970-03-23,55,Crédito Acessível,2964.0,12,2026-01-19 16:39:00,Desconhecido,0.0,719,6,741,99,100,7755,717,690,APTOS,0,1,0,247.0,0,1,8,1353.375,0.9801980198019802,367,569,3,3,20350,24,2145,2296,1,0
1945179,Produtor_0319,Lancamento_1434,Outros,194.0,Alto,06246-030,SP,Cidade_3653,1968-07-13,57,Crédito Acessível,675.4,6,2026-01-19 16:40:00,Desconhecido,0.0,541,8,505,99,0,500,490,489,APTOS,0,1,0,112.56666666666666,0,1,8,329.0,99.0,143,469,7,0,1369,27,1759,1926,1,0
1965827,Produtor_0683,Lancamento_0232,Autoconhecimento,493.0,Médio,55750-000,PE,Cidade_4987,1988-10-26,37,Antecipação Produtor,2988.0,12,2026-01-19 16:40:00,Desconhecido,0.0,531,1,475,2,100,2189,505,620,APTOS,0,1,0,249.0,0,1,8,552.875,0.0198019801980198,278,67,0,3,11853,17,2423,7812,0,0
1967763,Produtor_0613,Lancamento_4672,Outros,603.0,Médio,44772-899,BA,Cidade_4003,1972-07-01,53,Crédito Acessível,1857.84,12,2026-01-19 16:40:00,Desconhecido,0.0,581,4,612,99,998,1762,630,658,APTOS,0,1,0,154.82,0,1,8,668.0,0.0990990990990991,251,1467,7,3,10755,4,1939,2888,1,0
1966226,Produtor_1958,Lancamento_3691,Empreendedor,371.0,Médio,94490-480,RS,Cidade_5796,1972-06-25,53,Crédito Acessível,2171.88,12,2026-01-19 16:40:00,Desconhecido,0.0,625,6,625,99,76,2500,556,601,APTOS,0,1,0,180.99,0,1,8,636.0,1.2857142857142858,826,1061,3,3,20015,24,2780,2883,1,0
1967935,Produtor_0261,Lancamento_3285,Mentoria,507.0,Médio,65515-000,MA,Cidade_0812,1998-02-04,27,Crédito Acessível,2038.8,12,2026-01-19 16:40:00,Desconhecido,0.0,589,2,608,99,100,1520,590,588,APTOS,0,1,0,169.9,0,1,8,512.0,0.9801980198019802,110,1000,6,3,13509,10,397,10518,1,0
1967955,Produtor_0111,Lancamento_3915,Emagrecimento,714.0,Baixo,94232-656,RS,Cidade_2044,2003-06-04,22,Crédito Acessível,568.75,7,2026-01-19 16:41:00,Desconhecido,0.0,666,1,656,99,100,1534,658,627,APTOS,0,1,0,81.25,0,1,8,542.625,0.9801980198019802,50,1148,2,1,19988,24,997,11764,1,0
