SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,score,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,segmento_encoded,modalidade_encoded,endereco_estado_encoded,endereco_cidade_encoded,endereco_cep_encoded,lancamento_encoded,produtor_encoded,MENSAGEM_TIPO_REGISTRO_encoded,categoria_risco_score_encoded,idade_encoded,nascimento_encoded,pedido_id
715,1,638,99,84,3984.0,611,630,509.0,2931.28,11.0,0.0,1,19,0,266.48,1,8,845.25,1.1647058823529413,1,8,5,152,922,81473,2137,1563,0,2,74,14633,1968124
555,1,531,99,74,2000.0,535,512,148.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,538.375,1.32,2,8,5,129,1554,70400,1313,1755,0,0,62,22404,1966890
625,1,582,2,94,7454.0,607,616,210.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,1247.625,0.0210526315789473,2,8,5,107,1030,68573,1313,1755,0,0,80,10384,1967097
661,2,631,99,99,5640.0,604,590,311.0,3824.05,6.0,0.0,1,19,0,637.3416666666667,1,8,1040.75,0.99,1,0,5,152,2877,82313,2725,1177,0,2,62,22522,1968204
632,2,656,99,998,1641.0,639,642,493.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,663.625,0.0990990990990991,1,0,1,81,542,32833,231,682,0,2,82,9230,1430534
765,4,741,2,100,28176.0,709,684,686.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,3897.625,0.0198019801980198,0,8,5,129,2943,73496,473,666,0,1,97,1800,1968197
655,2,738,99,100,7984.0,700,661,680.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,1367.375,0.9801980198019802,0,0,5,174,4666,10621,231,682,0,1,76,13362,1968185
625,3,625,99,78,5196.0,619,572,321.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,977.125,1.2531645569620251,1,0,1,174,3303,17859,231,682,0,2,72,15580,1967144
625,1,625,99,94,1798.0,625,625,305.0,1758.78,3.0,0.0,1,19,0,586.26,1,8,561.5,1.0421052631578946,1,7,5,174,3998,13009,3284,260,0,2,57,25753,1960333
0,0,0,99,999,0.0,0,0,383.0,6205.44,12.0,0.0,1,19,0,517.12,1,8,137.25,0.099,1,4,5,172,3136,78955,4080,1019,0,2,3,29987,1967386
598,5,634,99,89,1764.0,583,573,279.0,960.96,12.0,0.0,1,19,0,80.08,1,8,543.125,1.1,2,8,5,104,3794,39542,3930,754,0,0,62,22174,1949445
625,1,625,99,54,25416.0,594,625,631.0,2476.38,6.0,0.0,1,19,0,412.73,1,8,3504.875,1.8,1,6,5,104,3871,41144,3262,1880,0,2,74,14726,1968192
599,1,607,99,100,1742.0,583,583,245.0,12410.76,12.0,0.0,1,19,0,1034.23,1,8,539.25,0.9801980198019802,2,5,5,129,1554,69777,4024,1868,0,0,55,27192,1967985
530,1,533,99,0,5457.0,544,557,332.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,965.125,99.0,1,8,5,108,5150,67784,3212,1827,0,2,80,10453,1968211
504,1,545,99,100,2022.0,504,484,300.0,1019.76,12.0,0.0,1,19,0,84.98,1,8,532.375,0.9801980198019802,2,8,5,59,2989,45291,3722,752,0,0,59,24527,1968208
627,3,657,99,998,1518.0,603,631,438.0,568.75,7.0,0.0,1,19,0,81.25,1,8,642.0,0.0990990990990991,1,1,5,102,5125,54308,1190,1773,0,2,55,27143,1968146
566,4,603,99,998,1400.0,552,547,247.0,1682.26,7.0,0.0,1,19,0,240.3228571428572,1,8,596.125,0.0990990990990991,2,8,5,104,2794,37978,2545,1083,0,0,62,22336,1968225
704,9,657,99,100,1927.0,671,691,532.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,607.25,0.9801980198019802,1,7,5,174,1837,8469,3284,260,0,2,76,12977,1967640
582,1,606,99,100,4881.0,565,604,307.0,2157.0,12.0,0.0,1,19,0,179.75,1,8,929.75,0.9801980198019802,1,3,5,174,5077,15454,3688,578,0,2,82,8964,1955193
602,2,609,99,999,1578.0,594,613,417.0,22348.38,12.0,0.0,1,19,0,1862.365,1,8,637.0,0.099,1,5,5,172,4807,75727,4024,1868,0,2,47,29660,1968156
661,1,668,99,98,2656.0,642,618,596.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,680.375,1.0,1,0,1,129,2943,73569,231,682,0,2,87,6304,1968216
625,10,625,2,100,15009.0,625,625,315.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,2202.625,0.0198019801980198,1,0,1,104,878,35065,231,682,0,2,85,7058,1968234
625,1,604,99,40,1554.0,594,569,257.0,989.16,12.0,0.0,1,19,0,82.42999999999999,1,8,510.75,2.414634146341464,2,3,5,174,4876,4173,3689,1806,0,0,75,13386,1967977
550,1,625,99,47,5173.0,535,502,413.0,1629.84,4.0,0.0,1,19,0,407.46,1,8,941.5,2.0625,1,1,5,174,1256,12655,2293,1738,0,2,78,11743,1964378
707,8,643,2,100,8481.0,641,609,314.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,1398.875,0.0198019801980198,1,7,5,174,4392,18489,3284,260,0,2,88,5513,1958293
534,1,509,99,0,3789.0,508,500,116.0,3719.52,12.0,0.0,1,19,0,309.96,1,8,742.5,99.0,2,1,5,129,3737,74608,2171,1861,0,0,64,20854,1968056
591,4,593,99,100,1795.0,625,625,522.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,554.0,0.9801980198019802,1,7,5,90,2011,63312,3284,260,0,2,78,11663,1968050
731,1,706,99,100,2286.0,702,713,776.0,1343.43,11.0,0.0,1,19,0,122.13,1,8,667.25,0.9801980198019802,0,7,5,172,1866,75235,3335,266,0,1,80,10506,1968080
525,1,625,99,68,1787.0,576,564,428.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,530.625,1.434782608695652,1,7,5,148,897,30971,3284,260,0,2,60,23803,1959438
563,10,527,99,55,2410.0,597,625,371.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,610.75,1.7678571428571428,1,7,5,172,1866,75026,3284,260,0,2,84,7932,1968016
625,4,586,2,100,12356.0,554,535,323.0,8400.96,24.0,0.0,1,19,0,350.04,1,8,1845.25,0.0198019801980198,1,8,5,75,763,59923,3875,49,0,2,70,17327,1964126
613,1,588,99,100,1723.0,587,587,498.0,989.16,12.0,0.0,1,19,0,82.42999999999999,1,8,537.25,0.9801980198019802,1,4,5,148,4445,25327,3950,814,0,2,85,7225,1968021
561,1,533,99,58,1912.0,546,560,366.0,2106.12,12.0,0.0,1,19,0,175.51,1,8,533.75,1.6779661016949152,1,7,5,81,5122,31424,278,1659,0,2,65,20412,1955998
514,4,597,99,21,2509.0,562,542,336.0,1629.84,4.0,0.0,1,19,0,407.46,1,8,606.0,4.5,1,8,5,81,1347,32811,268,1634,0,2,65,20766,1968237
516,4,532,99,93,10560.0,545,503,188.0,99.16,1.0,0.0,1,19,0,99.16,1,8,1606.5,1.053191489361702,2,8,5,148,4445,25419,269,1041,0,0,79,10847,1968242
596,1,547,99,99,3573.0,579,625,139.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,764.875,0.99,2,0,5,148,4440,30839,231,682,0,0,72,15943,1968230
544,1,494,99,62,5249.0,490,440,210.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,922.375,1.5714285714285714,2,8,5,49,2385,58322,1313,1755,0,0,65,20659,1967119
541,6,583,99,999,1858.0,565,557,40.0,2171.88,12.0,0.0,1,19,0,180.99,1,8,651.0,0.099,2,4,5,174,4036,20803,3619,1753,0,0,64,21061,1966199
574,8,582,99,100,1517.0,583,575,344.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,504.75,0.9801980198019802,1,8,5,67,4798,52496,4025,612,0,2,84,7764,1967919
625,6,625,99,43,4430.0,625,625,261.0,6750.48,6.0,0.0,1,19,0,1125.08,1,8,884.75,2.25,2,4,5,174,740,22747,3230,842,0,0,66,20037,1966106
522,1,527,99,0,2139.0,545,555,161.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,548.5,99.0,2,0,5,174,4204,11628,231,682,0,0,76,12712,561751
584,2,592,99,36,2366.0,592,568,287.0,3225.36,12.0,0.0,1,19,0,268.78000000000003,1,8,604.875,2.675675675675676,2,1,5,104,2858,36032,500,1549,0,0,73,14896,1968257
478,2,401,99,17,3747.0,456,426,254.0,4064.28,12.0,0.0,1,19,0,338.69,1,8,703.25,5.5,2,7,5,108,4737,68151,4,1012,0,0,53,27799,1968222
454,3,413,99,0,2819.0,471,473,61.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,591.5,99.0,2,8,5,174,4876,43544,1313,1755,0,0,54,27361,1968267
598,1,575,99,84,2154.0,575,573,840.0,2209.1,13.0,0.0,1,19,0,169.93076923076922,1,8,582.375,1.1647058823529413,0,8,5,104,5050,41029,464,848,0,1,86,6771,1968203
547,1,484,99,93,2029.0,511,497,232.0,1737.48,12.0,0.0,1,19,0,144.79,1,8,532.625,1.053191489361702,2,7,5,67,1882,51168,2700,1885,0,0,62,22533,1968190
514,1,550,99,45,1400.0,513,513,181.0,312.64,2.0,0.0,1,19,0,156.32,1,8,454.375,2.152173913043478,2,4,5,67,1791,52168,886,102,0,0,56,26268,1968246
625,6,625,99,50,3580.0,625,625,389.0,2396.04,12.0,0.0,1,19,0,199.67,1,8,779.375,1.9411764705882355,1,7,5,108,4727,67622,2140,585,0,2,73,15269,1964251
591,1,538,99,81,2700.0,518,425,499.0,6750.48,6.0,0.0,1,19,0,1125.08,1,8,619.125,1.2073170731707317,1,4,5,152,4844,80419,3230,842,0,2,55,27036,1968087
429,1,477,99,0,1747.0,452,385,203.0,568.75,7.0,0.0,1,19,0,81.25,1,8,448.75,99.0,2,7,5,104,2794,38195,3078,1692,0,0,64,20839,1968260
689,1,699,99,68,500.0,663,679,727.0,5519.94,6.0,0.0,1,19,0,919.99,1,8,424.75,1.434782608695652,0,7,5,172,4096,77682,3227,1734,0,1,72,15716,1968266
578,2,539,99,38,6665.0,546,532,330.0,5628.2,6.0,0.0,1,19,0,938.0333333333332,1,8,1124.875,2.5384615384615383,1,4,5,174,2914,22872,337,395,0,2,79,11030,1968275
467,3,438,99,100,1518.0,511,489,0.0,1584.1,11.0,0.0,1,19,0,144.0090909090909,1,8,453.125,0.9801980198019802,2,8,5,104,4178,39426,642,636,0,0,104,449,1964677
531,1,590,99,100,1992.0,553,550,285.0,3392.4,10.0,0.0,1,19,0,339.24,1,8,552.0,0.9801980198019802,2,4,5,123,1553,56225,2633,1755,0,0,81,9622,1967856
625,1,601,99,96,3565.0,557,524,289.0,3474.96,12.0,0.0,1,19,0,289.58,1,8,758.5,1.0206185567010309,2,7,5,149,3430,50109,2915,1724,0,0,76,12936,1968025
556,5,625,99,998,2520.0,620,620,218.0,3595.44,12.0,0.0,1,19,0,299.62,1,8,755.375,0.0990990990990991,2,7,5,81,5115,31908,3226,1809,0,0,71,16591,1968276
543,4,560,99,16,2392.0,503,490,239.0,312.64,2.0,0.0,1,19,0,156.32,1,8,575.875,5.823529411764706,2,4,5,149,1794,50707,886,102,0,0,72,16009,1968278
621,6,629,99,73,3546.0,599,570,501.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,767.875,1.337837837837838,1,0,5,75,763,61627,231,682,0,2,68,18259,1968236
590,2,567,99,100,4432.0,595,585,284.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,871.25,0.9801980198019802,2,7,5,174,4876,3034,3284,260,0,0,87,5929,1959377
597,6,543,99,62,1542.0,568,552,266.0,4064.28,12.0,0.0,1,19,0,338.69,1,8,496.125,1.5714285714285714,2,7,5,126,4846,47622,4,1012,0,0,76,12921,1968273
737,4,732,99,100,1875.0,711,709,775.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,620.875,0.9801980198019802,0,0,1,129,1446,73915,231,682,0,1,93,3036,1968305
603,2,543,99,100,2076.0,576,554,329.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,569.125,0.9801980198019802,1,8,5,129,1355,71559,1313,1755,0,2,63,21624,1967980
528,3,622,99,999,1568.0,609,611,357.0,12610.04,13.0,0.0,1,19,0,970.003076923077,1,8,629.875,0.099,1,4,5,67,597,52519,989,1544,0,2,4,29743,1968289
524,2,581,99,999,2500.0,573,575,272.0,2413.92,12.0,0.0,1,19,0,201.16,1,8,731.625,0.099,2,8,5,126,3024,48200,4109,1136,0,0,61,22857,1968227
591,1,586,99,998,2199.0,592,580,582.0,4425.04,5.0,0.0,1,19,0,885.008,1,8,705.75,0.0990990990990991,1,8,5,129,1207,72998,2227,917,0,2,77,12060,1968306
618,6,533,99,81,4628.0,564,529,372.0,3719.52,12.0,0.0,1,19,0,309.96,1,8,882.25,1.2073170731707317,1,8,5,174,4876,47387,646,1762,0,2,87,6308,1966388
625,4,523,99,87,8036.0,569,564,365.0,1189.92,12.0,0.0,1,19,0,99.16,1,8,1313.375,1.125,1,8,5,104,617,34598,269,1041,0,2,63,22030,1968084
497,6,511,99,74,36086.0,581,602,436.0,47049.14,12.0,0.0,1,19,0,3920.7616666666654,1,8,4807.0,1.32,1,7,5,174,4204,11441,3684,968,0,2,78,11913,1968296
561,1,559,99,11,2156.0,543,511,127.0,1764.36,12.0,0.0,1,19,0,147.03,1,8,555.125,8.25,2,8,5,129,670,72771,1341,345,0,0,58,25102,1968261
701,1,723,99,100,1590.0,702,701,669.0,3208.59,3.0,0.0,1,19,0,1069.53,1,8,577.125,0.9801980198019802,0,7,5,67,1882,51291,3770,1221,0,1,51,28897,1968287
567,1,559,99,54,2059.0,532,539,238.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,551.25,1.8,2,0,1,152,3343,80298,231,682,0,0,56,26180,1968318
625,1,625,99,50,3380.0,613,572,312.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,745.625,1.9411764705882355,1,0,5,174,5070,22180,231,682,0,2,71,16163,1962312
675,2,678,99,64,5182.0,659,640,301.0,1622.4,10.0,0.0,1,19,0,162.24,1,8,999.875,1.523076923076923,1,4,5,102,2315,54593,2131,1653,0,2,68,18201,1968283
743,6,675,99,100,2100.0,642,615,367.0,628.22,4.0,0.0,1,19,0,157.055,1,8,622.5,0.9801980198019802,1,8,5,148,4833,28357,606,1451,0,2,87,6271,1968304
730,5,734,2,91,5792.0,670,710,755.0,2870.2,10.0,0.0,1,19,0,287.02,1,8,1091.75,0.0217391304347826,0,4,5,67,1882,51284,1837,910,0,1,84,8022,1966981
521,4,486,99,0,5959.0,523,486,255.0,1189.92,12.0,0.0,1,19,0,99.16,1,8,1009.75,99.0,2,8,5,152,1247,81803,269,1041,0,0,72,15922,1934443
625,7,625,99,100,1960.0,625,625,0.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,583.25,0.9801980198019802,2,7,5,49,3081,57602,3284,260,0,0,81,9657,1967891
625,4,625,99,100,4827.0,625,625,298.0,9928.56,12.0,0.0,1,19,0,827.38,1,8,941.25,0.9801980198019802,2,7,5,152,4588,82841,2756,1430,0,0,81,9928,1968214
625,2,565,99,99,6452.0,585,591,386.0,2223.96,12.0,0.0,1,19,0,185.33,1,8,1127.25,0.99,1,8,5,152,636,82207,2117,1792,0,2,77,12415,1967890
625,2,625,99,100,1855.0,625,607,256.0,4654.08,12.0,0.0,1,19,0,387.84,1,8,567.25,0.9801980198019802,2,4,5,174,951,66053,3056,1641,0,0,60,23593,1964555
585,8,571,2,100,12570.0,583,589,594.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,1876.0,0.0198019801980198,1,7,5,104,617,34034,3284,260,0,2,101,813,1966619
625,3,617,99,100,4148.0,612,609,244.0,1241.04,12.0,0.0,1,19,0,103.42,1,8,851.625,0.9801980198019802,2,8,5,123,3821,56219,628,1706,0,0,72,15724,1968321
557,2,494,99,4,5153.0,546,597,366.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,931.5,19.8,1,0,1,150,5116,65729,231,682,0,2,64,21442,1968336
622,1,619,99,100,1518.0,580,524,613.0,3368.04,12.0,0.0,1,19,0,280.67,1,8,507.875,0.9801980198019802,1,8,5,59,4563,42356,3849,1654,0,2,83,8666,1968295
565,3,495,99,25,2800.0,564,567,134.0,1741.52,8.0,0.0,1,19,0,217.69,1,8,639.75,3.807692307692308,2,1,5,174,4747,74005,49,479,0,0,67,18929,1968202
497,1,503,99,999,1584.0,496,505,438.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,585.5,0.099,1,8,5,174,2499,22349,1313,1755,0,2,4,29857,1967711
544,1,581,99,100,1819.0,534,520,781.0,2036.64,12.0,0.0,1,19,0,169.72,1,8,524.75,0.9801980198019802,0,8,5,152,1091,80202,4020,720,0,1,74,14401,1968082
571,1,542,99,998,2735.0,550,544,194.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,755.0,0.0990990990990991,2,0,5,152,4605,83032,231,682,0,0,76,13128,1965779
671,3,688,99,80,3718.0,661,660,566.0,2964.0,12.0,0.0,1,19,0,247.0,1,8,822.5,1.2222222222222223,1,4,5,152,4605,82940,1837,910,0,2,53,27817,1968279
594,3,630,99,81,2451.0,634,664,655.0,2382.84,12.0,0.0,1,19,0,198.57,1,8,644.5,1.2073170731707317,0,8,5,174,4203,19368,4004,165,0,1,60,23450,1967599
544,5,597,99,999,1715.0,565,543,377.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,633.375,0.099,1,7,5,148,4833,28327,3284,260,0,2,3,29878,1968330
502,1,511,99,0,1624.0,495,496,130.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,466.0,99.0,2,0,5,104,3783,40950,231,682,0,0,69,17722,1965839
769,1,652,2,96,8326.0,590,662,279.0,2687.41,11.0,0.0,1,19,0,244.31,1,8,1387.25,0.0206185567010309,2,8,5,174,3652,5249,1313,1755,0,0,86,6497,1967052
585,1,601,99,100,1588.0,598,606,355.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,522.25,0.9801980198019802,1,0,1,174,4706,18592,231,682,0,2,76,13047,1968340
550,8,582,99,998,3000.0,570,556,292.0,2223.96,12.0,0.0,1,19,0,185.33,1,8,795.375,0.0990990990990991,2,8,5,81,2096,32578,2117,1792,0,0,88,5322,1967907
572,1,573,99,52,3045.0,561,554,265.0,1241.04,12.0,0.0,1,19,0,103.42,1,8,682.125,1.8679245283018868,2,8,5,59,4710,45583,628,1706,0,0,63,21669,1967234
504,3,466,99,10,7161.0,510,498,260.0,1713.12,7.0,0.0,1,19,0,244.73142857142847,1,8,1156.375,9.0,2,1,5,174,4629,5805,2293,1738,0,0,69,17569,1968352
611,1,557,99,44,9683.0,533,502,267.0,1189.92,12.0,0.0,1,19,0,99.16,1,8,1503.75,2.2,2,8,5,174,4876,2885,269,1041,0,0,76,12873,1968361
729,2,631,2,100,1410.0,631,683,287.0,1133.73,9.0,0.0,1,19,0,125.97,1,8,523.5,0.0198019801980198,-1,8,5,75,763,59690,269,1041,0,3,71,16186,1968364
644,7,666,2,86,6017.0,634,596,117.0,7648.08,6.0,0.0,1,19,0,1274.68,1,8,1081.5,0.0229885057471264,2,7,5,150,4160,65152,2314,632,0,0,66,19919,1943241
507,5,576,99,999,2500.0,555,546,0.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,723.375,0.099,2,8,5,129,4104,72114,1313,1755,0,0,64,21473,1966876
608,2,651,99,100,1759.0,643,645,698.0,4343.8,12.0,0.0,1,19,0,361.98333333333335,1,8,563.375,0.9801980198019802,0,4,5,48,3759,49157,4104,1658,0,1,47,29414,1968312
530,3,623,99,64,3008.0,599,564,366.0,2964.0,12.0,0.0,1,19,0,247.0,1,8,686.25,1.523076923076923,1,4,5,90,1225,64458,1837,910,0,2,68,18502,1966950
493,1,523,99,0,1212.0,488,435,160.0,2964.0,12.0,0.0,1,19,0,247.0,1,8,406.375,99.0,2,4,5,107,1030,68540,1837,910,0,0,51,29163,1968188
625,1,625,99,83,4131.0,580,625,413.0,2711.52,18.0,0.0,1,19,0,150.64,1,8,846.125,1.1785714285714286,1,0,5,129,4824,71031,3884,49,0,2,73,15061,1957113
651,2,688,99,100,500.0,675,692,892.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,425.875,0.9801980198019802,0,7,5,174,4891,17681,3284,260,0,1,72,15677,1968376
625,4,625,2,99,1212.0,625,625,298.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,477.125,0.02,2,0,1,104,5043,38676,231,682,0,0,94,2750,1968053
697,2,702,99,100,2268.0,677,708,489.0,2683.34,11.0,0.0,1,19,0,243.94000000000003,1,8,656.625,0.9801980198019802,1,4,5,174,4876,3141,1210,1783,0,2,51,28862,1738582
615,1,625,99,87,4626.0,599,598,344.0,1279.68,8.0,0.0,1,19,0,159.96,1,8,906.25,1.125,1,1,5,128,3616,53538,3670,1650,0,2,70,16970,1968372
618,7,686,99,100,4621.0,663,667,846.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,932.625,0.9801980198019802,0,0,1,172,291,78756,231,682,0,1,65,20440,1968389
592,2,620,99,100,1648.0,601,625,263.0,1792.8,12.0,0.0,1,19,0,149.4,1,8,535.875,0.9801980198019802,2,0,1,184,3680,65972,231,682,0,0,67,18863,1968390
493,2,496,99,73,1739.0,505,485,202.0,2109.81,12.0,0.0,1,19,0,175.8175,1,8,486.5,1.337837837837838,2,1,5,104,4600,35767,4124,1771,0,0,76,12971,1968394
468,2,468,99,91,1400.0,469,457,211.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,431.75,1.076086956521739,2,8,5,90,4721,63962,1313,1755,0,0,62,22694,1966814
627,1,633,99,100,5390.0,635,589,741.0,2396.04,12.0,0.0,1,19,0,199.67,1,8,1009.25,0.9801980198019802,0,7,5,48,320,49092,2140,585,0,1,74,14109,1968392
643,1,645,99,81,1789.0,611,548,187.0,2223.96,12.0,0.0,1,19,0,185.33,1,8,552.125,1.2073170731707317,2,8,5,48,3990,48968,2117,1792,0,0,68,18428,1968378
600,2,579,99,0,4130.0,595,625,368.0,3225.36,12.0,0.0,1,19,0,268.78000000000003,1,8,828.75,99.0,1,1,5,173,292,45752,500,1549,0,2,74,14709,1968366
600,2,584,99,998,1625.0,567,583,461.0,568.75,7.0,0.0,1,19,0,81.25,1,8,632.25,0.0990990990990991,1,8,5,104,5039,40586,654,407,0,2,47,29449,1968369
661,5,652,99,998,1820.0,631,631,57.0,6529.2,4.0,0.0,1,19,0,1632.3,1,8,687.125,0.0990990990990991,2,4,5,90,263,63851,3230,842,0,0,59,24604,1966096
625,1,625,99,91,2311.0,625,625,289.0,1974.3,10.0,0.0,1,19,0,197.43,1,8,625.25,1.076086956521739,2,7,5,174,4876,5004,3284,260,0,0,79,11095,1961107
578,1,549,2,92,500.0,558,587,248.0,2988.0,12.0,0.0,1,19,0,249.0,1,8,358.375,0.021505376344086,2,0,5,90,2335,64190,231,682,0,0,87,6310,1968418
568,8,624,99,92,1553.0,590,604,258.0,2231.04,12.0,0.0,1,19,0,185.92,1,8,517.25,1.064516129032258,2,2,5,174,4392,18347,3427,478,0,0,89,5047,1936086
621,4,625,99,89,4443.0,616,601,269.0,2157.0,12.0,0.0,1,19,0,179.75,1,8,887.25,1.1,2,3,5,152,2043,81086,3688,578,0,0,76,12808,1964650
552,1,524,99,100,966.0,553,510,518.0,1741.52,8.0,0.0,1,19,0,217.69,1,8,413.125,0.9801980198019802,1,1,5,49,3081,57435,49,479,0,2,58,25208,1968113
550,7,660,99,100,1569.0,623,591,502.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,524.875,0.9801980198019802,1,7,5,104,4838,36830,3284,260,0,2,114,48,1967620
753,2,776,2,100,7960.0,703,697,646.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,1374.125,0.0198019801980198,1,7,5,174,4766,9825,3284,260,0,2,94,2722,1968268
544,1,535,99,71,1840.0,507,498,214.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,511.875,1.375,2,8,5,172,2757,78260,1313,1755,0,0,74,14425,1966919
0,0,0,99,999,0.0,0,0,464.0,1683.9,10.0,0.0,1,19,0,168.39,1,8,137.25,0.099,1,8,5,59,4563,42569,3847,1654,0,2,3,29979,1968404
614,7,544,2,76,22700.0,529,527,339.0,1982.04,12.0,0.0,1,19,0,165.17,1,8,3124.875,0.0259740259740259,1,4,5,148,4445,25434,3627,814,0,2,74,14294,1968395
625,5,616,99,0,2533.0,607,564,319.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,631.125,99.0,1,8,5,172,2757,77921,3839,189,0,2,63,21887,1968420
606,4,620,99,3,8202.0,559,557,215.0,9360.24,24.0,0.0,1,19,0,390.01,1,8,1331.25,24.75,2,8,5,174,4876,71,3875,49,0,0,63,21786,1968363
644,6,666,99,75,5284.0,646,648,271.0,7165.44,12.0,0.0,1,19,0,597.12,1,8,1008.5,1.3026315789473684,2,1,5,48,3042,48620,3744,1134,0,0,70,17254,1968406
625,6,625,99,98,3046.0,614,591,573.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,713.0,1.0,1,8,5,59,1824,43921,1313,1755,0,2,66,19688,1968433
599,2,619,99,0,2597.0,577,568,262.0,3486.12,6.0,0.0,1,19,0,581.02,1,8,632.625,99.0,2,8,5,174,3652,5053,3139,1013,0,0,57,25863,1968438
715,3,701,99,100,3905.0,683,662,871.0,2038.8,12.0,0.0,1,19,0,169.9,1,8,858.5,0.9801980198019802,0,7,5,152,3586,80672,3284,260,0,1,65,20239,1967720
619,8,567,99,998,1900.0,614,625,290.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,678.75,0.0990990990990991,2,8,5,126,4330,46765,1313,1755,0,0,97,1810,1968439
567,4,557,99,998,2412.0,541,533,294.0,2726.64,12.0,0.0,1,19,0,227.22,1,8,713.875,0.0990990990990991,2,4,5,123,4558,56434,1210,1783,0,0,58,25081,1968426
711,1,715,99,100,1872.0,691,705,798.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,611.75,0.9801980198019802,0,8,5,174,2160,14796,3839,189,0,1,81,9573,1968435
610,1,585,99,100,2235.0,589,570,396.0,1828.31,11.0,0.0,1,19,0,166.21,1,8,598.625,0.9801980198019802,1,8,5,128,4958,53365,3839,189,0,2,71,16409,1968445
558,3,488,99,52,16443.0,553,548,204.0,1685.1,6.0,0.0,1,19,0,280.85,1,8,2343.0,1.8679245283018868,2,8,5,104,617,33314,3839,189,0,0,64,20907,1968437
564,4,533,99,40,5388.0,531,537,283.0,2729.1,15.0,0.0,1,19,0,181.94,1,8,962.0,2.414634146341464,2,0,5,48,320,49006,396,1081,0,0,65,20310,1968458
500,1,527,99,36,1500.0,556,576,128.0,2726.64,12.0,0.0,1,19,0,227.22,1,8,474.375,2.675675675675676,2,4,5,104,617,34669,1210,1783,0,0,56,26071,1968453
584,2,611,99,50,4558.0,587,545,506.0,2726.64,12.0,0.0,1,19,0,227.22,1,8,879.5,1.9411764705882355,1,4,5,90,263,63705,1210,1783,0,2,62,22628,1968454
491,1,512,99,0,4488.0,531,516,613.0,1857.84,12.0,0.0,1,19,0,154.82,1,8,829.75,99.0,1,8,5,174,2321,15948,3839,189,0,2,84,7760,1968449
562,5,600,99,999,1599.0,569,565,593.0,2730.84,12.0,0.0,1,19,0,227.57,1,8,624.75,0.099,1,8,5,123,2001,56387,1313,1755,0,2,4,29846,1967243
543,1,581,99,60,6152.0,558,560,318.0,3824.05,6.0,0.0,1,19,0,637.3416666666667,1,8,1069.25,1.6229508196721312,1,0,5,128,4958,53166,2725,1177,0,2,79,10926,1968408
