SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,FPD,pedido_id
412,6,354,99,62,2494.0,494,600,APTOS,Produtor_1599,Lancamento_1028,Outros,210.0,Alto,8441000,SP,Cidade_4032,1977-04-10 00:00:00,48,CrA©dito AcessA­vel,930.5,10.0,3.0,11.0,14.0,0,93.05,1,7,289.57142857142856,1.5714285714285714,2,0,1192178
568,1,600,99,91,2494.0,519,600,APTOS,Produtor_1065,Lancamento_0447,Empreendedor,198.0,Alto,08752-060,SP,Cidade_2527,1980-04-26 00:00:00,45,CrA©dito AcessA­vel,689.58,9.0,3.0,11.0,14.0,0,76.62,1,7,354.0,1.076086956521739,2,0,982649
578,2,600,99,97,2444.0,600,600,APTOS,Produtor_1034,Lancamento_1675,Autodesenvolvimento,332.0,Outros,85903-735,PR,Cidade_4211,1970-02-10 00:00:00,55,CrA©dito AcessA­vel,1324.8,12.0,3.0,11.0,14.0,0,110.4,1,7,368.0,1.010204081632653,-1,1,1191754
561,7,689,2,100,2444.0,514,515,APTOS,Produtor_0214,Lancamento_0271,Empreendedor,576.0,Outros,4473170,SP,Cidade_4032,1989-11-02 00:00:00,36,CrA©dito AcessA­vel,1885.92,12.0,3.0,11.0,14.0,0,157.16,1,7,341.1428571428572,0.0198019801980198,-1,0,1192870
761,6,906,99,100,2444.0,910,889,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,649.0,Outros,79130-000,MS,Cidade_3400,1962-02-10 00:00:00,63,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,524.4285714285714,0.9801980198019802,-1,0,1192947
574,3,630,99,100,3238.0,604,687,APTOS,Produtor_0458,Lancamento_3560,Mentoria,656.0,Baixo,88095-152,SC,Cidade_1423,1987-09-02 00:00:00,38,Antecipado,4480.64,4.0,3.0,11.0,14.0,0,1120.16,1,7,385.2857142857143,0.9801980198019802,0,0,1189776
612,4,731,99,87,2444.0,706,685,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,627.0,Outros,72231-804,DF,Cidade_0581,1982-06-26 00:00:00,43,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,417.7142857142857,1.125,-1,0,1193079
275,1,600,99,0,2444.0,486,600,APTOS,Produtor_0940,Lancamento_3441,Empreendedor,400.0,Outros,32415780,MG,Cidade_1692,1964-09-02 00:00:00,61,CrA©dito AcessA­vel,594.5,5.0,3.0,11.0,14.0,0,118.9,1,7,294.42857142857144,99.0,-1,0,1193078
578,3,549,99,90,2444.0,539,557,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,326.0,Outros,78552154,MT,Cidade_3817,1985-08-27 00:00:00,40,CrA©dito AcessA­vel,2935.29,12.0,3.0,11.0,14.0,0,244.6075,1,7,345.0,1.0879120879120878,-1,0,470186
708,1,516,99,100,2444.0,594,715,APTOS,Produtor_1185,Lancamento_1548,Autoconhecimento,633.0,Outros,35720000,MG,Cidade_2455,1984-11-26 00:00:00,41,CrA©dito AcessA­vel,4795.58,12.0,3.0,11.0,14.0,0,399.63166666666666,1,7,390.4285714285714,0.9801980198019802,-1,0,1192502
578,8,600,99,99,2494.0,600,600,APTOS,Produtor_0045,Lancamento_1448,Outros,217.0,Alto,33120040,MG,Cidade_3593,1959-09-16 00:00:00,66,CrA©dito AcessA­vel,1381.95,9.0,3.0,11.0,14.0,0,153.55,1,7,369.1428571428572,0.99,2,0,1187431
434,1,459,99,43,3238.0,433,600,APTOS,Produtor_0735,Lancamento_2399,Empreendedor,889.0,Baixo,51030-820,PE,Cidade_3338,1976-02-01 00:00:00,49,Descomplicado,596.28,12.0,3.0,11.0,14.0,0,49.69,1,7,295.57142857142856,2.25,0,0,194703
516,5,678,99,100,2494.0,720,750,APTOS,Produtor_0940,Lancamento_3441,Empreendedor,272.0,Alto,79260000,MS,Cidade_0455,1963-01-10 00:00:00,63,CrA©dito AcessA­vel,635.6,8.0,3.0,11.0,14.0,0,79.45,1,7,409.7142857142857,0.9801980198019802,2,0,1192544
352,5,457,99,48,3238.0,462,573,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,777.0,Baixo,88104-547,SC,Cidade_3928,1978-07-01 00:00:00,47,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,285.1428571428572,2.020408163265306,0,0,1193186
217,1,457,99,77,2494.0,366,364,APTOS,Produtor_0078,Lancamento_2766,Empreendedor,85.0,Alto,29930150,ES,Cidade_4013,1985-10-21 00:00:00,40,CrA©dito AcessA­vel,2186.14,11.0,3.0,11.0,14.0,0,198.74,1,7,225.8571428571429,1.2692307692307692,2,1,1192332
522,2,757,99,100,3238.0,718,818,APTOS,Produtor_1236,Lancamento_1568,Empreendedor,923.0,Baixo,18706020,SP,Cidade_0330,1963-08-01 00:00:00,62,CrA©dito AcessA­vel,1436.16,12.0,3.0,11.0,14.0,0,119.68,1,7,430.8571428571428,0.9801980198019802,0,0,1192705
376,3,438,99,57,2494.0,390,486,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,210.0,Alto,06463-150,SP,Cidade_0436,1987-04-06 00:00:00,38,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,264.1428571428572,1.706896551724138,2,0,1171593
148,4,412,99,33,2494.0,368,446,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,87.0,Alto,79540000,MS,Cidade_0919,1998-07-21 00:00:00,27,CrA©dito AcessA­vel,2988.0,12.0,3.0,11.0,14.0,0,249.0,1,7,215.7142857142857,2.911764705882353,2,0,1081172
593,6,689,99,95,2494.0,568,568,APTOS,Produtor_1543,Lancamento_0512,Outros,131.0,Alto,13572-370,SP,Cidade_3872,1995-04-01 00:00:00,30,CrA©dito AcessA­vel,2159.64,12.0,3.0,11.0,14.0,0,179.97,1,7,374.0,1.03125,2,0,1193488
187,3,308,99,0,1539.0,395,420,APTOS,Produtor_1360,Lancamento_2839,Autoconhecimento,143.0,Alto,58487000,PB,Cidade_1372,1982-07-27 00:00:00,43,CrA©dito AcessA­vel,1556.16,12.0,3.0,11.0,14.0,0,129.68,1,8,368.875,99.0,2,0,1193578
540,4,499,99,85,3238.0,606,750,APTOS,Produtor_1185,Lancamento_1548,Autoconhecimento,913.0,Baixo,15290000,SP,Cidade_0623,1949-08-01 00:00:00,76,CrA©dito AcessA­vel,4832.9,16.0,3.0,11.0,14.0,0,302.05625,1,7,369.0,1.1511627906976745,0,0,1192604
355,4,504,99,63,2033.0,421,600,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,325.0,Outros,5883140,SP,Cidade_4032,1984-11-21 00:00:00,41,CrA©dito AcessA­vel,2988.0,12.0,3.0,11.0,14.0,0,249.0,1,8,509.875,1.546875,-1,0,1193707
739,4,906,2,100,3238.0,668,558,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,776.0,Baixo,8311060,SP,Cidade_4032,1974-01-03 00:00:00,52,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,425.2857142857143,0.0198019801980198,0,0,1193788
540,1,906,99,998,3238.0,756,758,APTOS,Produtor_0078,Lancamento_2766,Empreendedor,957.0,Baixo,13846084,SP,Cidade_2525,1965-06-09 00:00:00,60,CrA©dito AcessA­vel,2068.92,7.0,3.0,11.0,14.0,0,295.56,1,7,579.7142857142857,0.0990990990990991,0,0,1193853
450,1,543,99,38,2494.0,447,557,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,234.0,Alto,12630-000,SP,Cidade_0683,1974-09-15 00:00:00,51,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,305.0,2.5384615384615383,2,0,1193972
692,1,511,99,98,2494.0,700,634,APTOS,Produtor_0682,Lancamento_1368,Outros,223.0,Alto,35660126,MG,Cidade_2950,1984-12-21 00:00:00,41,CrA©dito AcessA­vel,2442.26,14.0,3.0,11.0,14.0,0,174.44714285714286,1,7,390.7142857142857,1.0,2,0,1185657
659,2,653,99,78,2444.0,709,696,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,518.0,Outros,45818000,BA,Cidade_3212,1988-11-27 00:00:00,37,CrA©dito AcessA­vel,2482.04,11.0,3.0,11.0,14.0,0,225.64,1,7,413.7142857142857,1.2531645569620251,-1,0,1194533
419,2,504,99,44,2494.0,465,551,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,298.0,Alto,97010001,RS,Cidade_3601,1979-09-01 00:00:00,46,CrA©dito AcessA­vel,2515.92,12.0,3.0,11.0,14.0,0,209.66,1,7,297.7142857142857,2.2,2,0,1154028
23,1,244,99,47,2494.0,287,287,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,97.0,Alto,69980000,AC,Cidade_1164,1997-07-28 00:00:00,28,CrA©dito AcessA­vel,2515.92,12.0,3.0,11.0,14.0,0,209.66,1,7,141.14285714285714,2.0625,2,0,1194429
35,3,454,99,998,5000.0,431,575,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,368.0,Outros,18116709,SP,Cidade_4446,1960-05-16 00:00:00,65,CrA©dito AcessA­vel,2515.92,12.0,3.0,11.0,14.0,0,209.66,1,8,949.375,0.0990990990990991,-1,1,1194448
672,2,703,99,50,3238.0,601,629,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,696.0,Baixo,14700-140,SP,Cidade_0453,1990-08-10 00:00:00,35,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,393.7142857142857,1.9411764705882355,0,0,1175175
745,2,731,99,100,3238.0,674,731,APTOS,Produtor_1374,Lancamento_2777,Empreendedor,826.0,Baixo,06332-060,SP,Cidade_0872,1964-06-21 00:00:00,61,Antecipado,937.86,6.0,3.0,11.0,14.0,0,156.31,1,7,440.2857142857143,0.9801980198019802,0,0,1193313
23,1,31,99,55,2444.0,49,146,APTOS,Produtor_0242,Lancamento_1091,Outros,365.0,Outros,39100-000,MG,Cidade_1236,1981-08-12 00:00:00,44,Descomplicado,691.02,9.0,3.0,11.0,14.0,0,76.78,1,7,57.71428571428572,1.7678571428571428,-1,1,1115745
357,1,466,99,54,2494.0,399,439,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,227.0,Alto,78058-413,MT,Cidade_1169,1979-05-05 00:00:00,46,CrA©dito AcessA­vel,2355.48,12.0,3.0,11.0,14.0,0,196.29,1,7,259.2857142857143,1.8,2,0,1191086
490,7,600,99,100,2494.0,554,600,APTOS,Produtor_1461,Lancamento_2483,Outros,222.0,Alto,30830-050,MG,Cidade_0464,1970-07-24 00:00:00,55,CrA©dito AcessA­vel,1020.48,12.0,3.0,11.0,14.0,0,85.04,1,7,350.0,0.9801980198019802,2,0,1188396
23,1,88,99,82,2444.0,49,217,APTOS,Produtor_1295,Lancamento_1383,Mentoria,443.0,Outros,36031330,MG,Cidade_2117,1991-09-17 00:00:00,34,CrA©dito AcessA­vel,2279.64,12.0,3.0,11.0,14.0,0,189.97,1,7,79.85714285714286,1.1927710843373494,-1,0,1195176
513,4,538,99,51,2494.0,464,528,APTOS,Produtor_0197,Lancamento_0807,Outros,177.0,Alto,23016620,RJ,Cidade_3433,1974-11-16 00:00:00,51,CrA©dito AcessA­vel,2396.04,12.0,3.0,11.0,14.0,0,199.67,1,7,313.85714285714283,1.9038461538461533,2,0,1195215
669,7,731,2,81,3238.0,743,555,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,859.0,Baixo,71745806,DF,Cidade_0581,1962-08-05 00:00:00,63,CrA©dito AcessA­vel,2348.99,7.0,3.0,11.0,14.0,0,335.57,1,7,398.2857142857143,0.024390243902439,0,0,1194540
450,1,558,99,100,2494.0,494,551,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,161.0,Alto,4127030,SP,Cidade_4032,1987-10-09 00:00:00,38,CrA©dito AcessA­vel,3970.92,15.0,4.0,11.0,15.0,0,264.728,1,7,321.85714285714283,0.9801980198019802,2,1,1150748
729,2,679,99,91,2444.0,626,704,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,597.0,Outros,86031260,PR,Cidade_2241,1999-08-24 00:00:00,26,CrA©dito AcessA­vel,2515.92,12.0,4.0,11.0,15.0,0,209.66,1,7,418.57142857142856,1.076086956521739,-1,0,1161760
589,2,731,2,84,3238.0,774,838,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,678.0,Baixo,79112-010,MS,Cidade_0774,1963-12-13 00:00:00,62,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,431.4285714285714,0.0235294117647058,0,0,1195310
600,1,600,2,98,2494.0,600,600,APTOS,Produtor_0636,Lancamento_2265,Financeiro,207.0,Alto,15056-773,SP,Cidade_3953,1984-12-23 00:00:00,41,CrA©dito AcessA­vel,1556.16,12.0,4.0,11.0,15.0,0,129.68,1,7,357.2857142857143,0.0202020202020202,2,0,1189507
692,1,511,99,98,2494.0,700,634,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,223.0,Alto,35660126,MG,Cidade_2950,1984-12-21 00:00:00,41,CrA©dito AcessA­vel,2548.33,14.0,4.0,11.0,15.0,0,182.02357142857144,1,7,390.7142857142857,1.0,2,0,1195717
452,2,475,99,75,2494.0,493,577,APTOS,Produtor_0980,Lancamento_0225,Autoconhecimento,151.0,Alto,23092122,RJ,Cidade_3433,1971-10-24 00:00:00,54,CrA©dito AcessA­vel,3595.8,12.0,4.0,11.0,15.0,0,299.65000000000003,1,7,310.42857142857144,1.3026315789473684,2,0,1194320
600,2,593,99,100,2494.0,600,600,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,276.0,Alto,69099464,AM,Cidade_2348,1989-09-27 00:00:00,36,CrA©dito AcessA­vel,2482.04,11.0,4.0,11.0,15.0,0,225.64,1,7,370.57142857142856,0.9801980198019802,2,0,1196407
626,1,574,99,17,3238.0,550,442,APTOS,Produtor_0022,Lancamento_3025,Autoconhecimento,763.0,Baixo,99010-480,RS,Cidade_2958,1976-02-14 00:00:00,49,CrA©dito AcessA­vel,1196.16,12.0,4.0,11.0,15.0,0,99.68,1,7,329.85714285714283,5.5,0,0,1196549
481,7,600,99,62,2494.0,481,600,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,225.0,Alto,97043795,RS,Cidade_3601,1983-07-14 00:00:00,42,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,332.85714285714283,1.5714285714285714,2,1,1174290
351,1,383,99,28,2444.0,388,439,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,575.0,Outros,18890612,SP,Cidade_4119,2000-04-21 00:00:00,25,CrA©dito AcessA­vel,2381.76,8.0,4.0,11.0,15.0,0,297.72,1,7,241.28571428571428,3.413793103448276,-1,0,1195072
558,2,593,99,100,2100.0,484,516,APTOS,Produtor_0940,Lancamento_3441,Empreendedor,394.0,Outros,45026630,BA,Cidade_4433,1983-04-04 00:00:00,42,CrA©dito AcessA­vel,599.84,4.0,4.0,11.0,15.0,0,149.96,1,8,556.5,0.9801980198019802,-1,0,1196714
341,1,538,99,51,2444.0,484,589,APTOS,Produtor_0006,Lancamento_0845,Autoconhecimento,606.0,Outros,28625630,RJ,Cidade_2692,1973-12-05 00:00:00,52,CrA©dito AcessA­vel,1796.04,12.0,4.0,11.0,15.0,0,149.67,1,7,300.42857142857144,1.9038461538461533,-1,0,1196779
579,4,693,2,55,3238.0,501,495,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,653.0,Baixo,75835-087,GO,Cidade_2495,1989-05-17 00:00:00,36,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,332.7142857142857,0.0357142857142857,0,0,1192914
751,6,906,2,95,3238.0,905,844,APTOS,Produtor_1295,Lancamento_1383,Mentoria,802.0,Baixo,22783220,RJ,Cidade_3433,1980-03-17 00:00:00,45,CrA©dito AcessA­vel,2279.64,12.0,4.0,11.0,15.0,0,189.97,1,7,501.2857142857143,0.0208333333333333,0,0,1196818
451,4,576,99,49,2444.0,528,525,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,639.0,Outros,78705-570,MT,Cidade_3460,1987-09-12 00:00:00,38,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,318.85714285714283,1.98,-1,0,1196928
678,1,689,99,100,3238.0,695,719,APTOS,Produtor_1347,Lancamento_1512,Empreendedor,784.0,Baixo,15047160,SP,Cidade_3953,1980-10-10 00:00:00,45,Antecipado,1169.76,12.0,4.0,11.0,15.0,0,97.48,1,7,425.8571428571428,0.9801980198019802,0,0,1196748
600,1,600,99,100,2494.0,600,600,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,183.0,Alto,80610200,PR,Cidade_1182,1984-06-12 00:00:00,41,CrA©dito AcessA­vel,2515.92,12.0,4.0,11.0,15.0,0,209.66,1,7,371.4285714285714,0.9801980198019802,2,0,1196945
23,6,88,99,71,2444.0,229,400,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,509.0,Outros,75689-374,GO,Cidade_0726,1971-01-01 00:00:00,55,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,130.85714285714286,1.375,-1,0,1196927
576,5,665,99,39,2494.0,683,689,APTOS,Produtor_1543,Lancamento_0512,Outros,158.0,Alto,09791-405,SP,Cidade_3864,1989-06-14 00:00:00,36,CrA©dito AcessA­vel,2159.64,12.0,4.0,11.0,15.0,0,179.97,1,7,393.7142857142857,2.475,2,0,1196996
450,3,488,99,90,2494.0,395,444,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,109.0,Alto,71010-031,DF,Cidade_0581,1994-05-30 00:00:00,31,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,281.2857142857143,1.0879120879120878,2,0,1197097
555,3,600,99,97,2494.0,595,600,APTOS,Produtor_1295,Lancamento_1383,Mentoria,158.0,Alto,89120000,SC,Cidade_4200,1979-12-11 00:00:00,46,CrA©dito AcessA­vel,2399.64,12.0,4.0,11.0,15.0,0,199.97,1,7,364.1428571428572,1.010204081632653,2,0,1196140
479,6,576,99,90,2494.0,507,455,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,269.0,Alto,23530-808,RJ,Cidade_3433,1986-10-10 00:00:00,39,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,316.0,1.0879120879120878,2,0,1197141
582,2,774,99,100,2444.0,790,865,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,553.0,Outros,57037-571,AL,Cidade_2314,1991-02-22 00:00:00,34,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,458.8571428571428,0.9801980198019802,-1,0,1197223
375,3,488,99,43,2494.0,473,557,APTOS,Produtor_1221,Lancamento_1586,Autodesenvolvimento,83.0,Alto,76820-152,RO,Cidade_3214,1995-12-02 00:00:00,30,CrA©dito AcessA­vel,7188.0,12.0,4.0,11.0,15.0,0,599.0,1,7,291.1428571428572,2.25,2,0,1197197
619,3,591,99,78,2494.0,650,626,APTOS,Produtor_1295,Lancamento_1383,Mentoria,167.0,Alto,5882050,SP,Cidade_4032,1987-05-20 00:00:00,38,CrA©dito AcessA­vel,2399.64,12.0,4.0,11.0,15.0,0,199.97,1,7,380.8571428571428,1.2531645569620251,2,0,1195957
708,3,750,2,100,2444.0,750,750,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,384.0,Outros,22280-010,RJ,Cidade_3433,1961-06-09 00:00:00,64,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,437.57142857142856,0.0198019801980198,-1,0,1197301
48,1,192,99,28,2444.0,170,360,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,543.0,Outros,88139351,SC,Cidade_2866,1987-05-22 00:00:00,38,CrA©dito AcessA­vel,2355.48,12.0,4.0,11.0,15.0,0,196.29,1,7,128.28571428571428,3.413793103448276,-1,0,1197434
497,2,630,2,70,2494.0,461,555,APTOS,Produtor_0827,Lancamento_0271,Empreendedor,2.0,Alto,96810078,RS,Cidade_3574,1981-02-03 00:00:00,44,CrA©dito AcessA­vel,1196.16,12.0,4.0,11.0,15.0,0,99.68,1,7,316.7142857142857,0.028169014084507,2,0,1197488
319,2,447,99,0,2494.0,447,544,APTOS,Produtor_1347,Lancamento_1511,Empreendedor,143.0,Alto,86036704,PR,Cidade_2241,1990-10-10 00:00:00,35,CrA©dito AcessA­vel,2372.04,12.0,4.0,11.0,15.0,0,197.67,1,7,265.42857142857144,99.0,2,0,1197513
337,2,377,99,998,2494.0,407,497,APTOS,Produtor_1530,Lancamento_3357,Outros,57.0,Alto,40720720,BA,Cidade_3538,1993-11-21 00:00:00,32,CrA©dito AcessA­vel,541.36,5.0,4.0,11.0,15.0,0,108.272,1,7,388.1428571428572,0.0990990990990991,2,0,1196560
949,1,757,99,100,3238.0,839,779,APTOS,Produtor_1177,Lancamento_3532,Autoconhecimento,657.0,Baixo,96310000,RS,Cidade_1637,1994-07-18 00:00:00,31,CrA©dito AcessA­vel,1672.68,12.0,4.0,11.0,15.0,0,139.39,1,7,503.4285714285714,0.9801980198019802,0,0,1197819
372,3,413,99,0,2494.0,368,368,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,201.0,Alto,4416110,SP,Cidade_4032,1984-05-24 00:00:00,41,CrA©dito AcessA­vel,2515.92,12.0,4.0,11.0,15.0,0,209.66,1,7,231.8571428571429,99.0,2,0,1161315
109,1,354,99,0,2494.0,177,229,APTOS,Produtor_0197,Lancamento_0807,Outros,131.0,Alto,36340000,MG,Cidade_3351,1982-12-28 00:00:00,43,CrA©dito AcessA­vel,2413.25,13.0,4.0,11.0,15.0,0,185.6346153846154,1,7,138.42857142857142,99.0,2,0,1190976
751,6,682,99,99,2494.0,729,780,APTOS,Produtor_1543,Lancamento_0512,Outros,26.0,Alto,68908-250,AP,Cidade_2303,1992-04-30 00:00:00,33,CrA©dito AcessA­vel,2159.64,12.0,4.0,11.0,15.0,0,179.97,1,7,449.4285714285714,0.99,2,0,1198402
393,2,256,99,4,2494.0,409,507,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,34.0,Alto,36555-000,MG,Cidade_1295,1994-11-14 00:00:00,31,CrA©dito AcessA­vel,2515.92,12.0,4.0,11.0,15.0,0,209.66,1,7,238.57142857142856,19.8,2,0,1198553
232,1,282,99,28,2494.0,295,240,APTOS,Produtor_0340,Lancamento_1673,Empreendedor,151.0,Alto,14050080,SP,Cidade_3381,1985-03-02 00:00:00,40,CrA©dito AcessA­vel,825.0,11.0,4.0,11.0,15.0,0,75.0,1,7,168.14285714285714,3.413793103448276,2,0,1192809
649,6,906,99,100,3238.0,916,941,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,828.0,Baixo,65066-868,MA,Cidade_4003,1949-04-29 00:00:00,76,CrA©dito AcessA­vel,2258.73,9.0,5.0,11.0,16.0,1,250.97,1,7,516.7142857142857,0.9801980198019802,0,0,1199056
522,9,630,99,80,3238.0,555,747,APTOS,Produtor_1236,Lancamento_1568,Empreendedor,678.0,Baixo,74905530,GO,Cidade_0197,1963-05-23 00:00:00,62,CrA©dito AcessA­vel,1378.44,9.0,5.0,11.0,16.0,1,153.16,1,7,377.4285714285714,1.2222222222222223,0,0,1193351
571,5,665,99,89,3238.0,594,579,APTOS,Produtor_0213,Lancamento_2045,Financeiro,704.0,Baixo,73270115,DF,Cidade_0581,1994-03-25 00:00:00,31,CrA©dito AcessA­vel,2629.72,11.0,5.0,11.0,16.0,1,239.0654545454545,1,7,371.7142857142857,1.1,0,0,1198307
378,1,489,99,73,2444.0,463,492,APTOS,Produtor_1177,Lancamento_2970,Outros,426.0,Outros,64022-230,PI,Cidade_4175,2000-11-04 00:00:00,25,CrA©dito AcessA­vel,958.68,12.0,5.0,11.0,16.0,1,79.89,1,7,285.0,1.337837837837838,-1,0,1193472
708,1,689,99,96,2494.0,586,703,APTOS,Produtor_1347,Lancamento_1511,Empreendedor,65.0,Alto,78350000,MT,Cidade_0580,1994-10-29 00:00:00,31,CrA©dito AcessA­vel,2372.04,12.0,5.0,11.0,16.0,1,197.67,1,7,411.7142857142857,1.0206185567010309,2,0,1196831
555,4,421,99,92,2494.0,444,527,APTOS,Produtor_1135,Lancamento_3235,Outros,223.0,Alto,64800036,PI,Cidade_1421,1985-04-09 00:00:00,40,CrA©dito AcessA­vel,1316.16,12.0,5.0,11.0,16.0,1,109.68,1,7,306.0,1.064516129032258,2,0,1199532
353,2,466,99,92,2506.0,387,470,APTOS,Produtor_0238,Lancamento_1115,Empreendedor,167.0,Alto,6810630,SP,Cidade_1309,1985-12-04 00:00:00,40,CrA©dito AcessA­vel,1376.16,12.0,5.0,11.0,16.0,1,114.68,1,8,546.875,1.064516129032258,2,0,1199510
750,4,682,99,89,3238.0,676,780,APTOS,Produtor_0340,Lancamento_1673,Empreendedor,713.0,Baixo,48601-375,BA,Cidade_2830,1976-05-05 00:00:00,49,CrA©dito AcessA­vel,526.29,3.0,5.0,11.0,16.0,1,175.42999999999998,1,7,440.0,1.1,0,0,1197598
298,3,463,99,0,3238.0,365,260,APTOS,Produtor_1185,Lancamento_1548,Autoconhecimento,825.0,Baixo,21820200,RJ,Cidade_3433,1984-10-09 00:00:00,41,CrA©dito AcessA­vel,4795.58,12.0,5.0,11.0,16.0,1,399.63166666666666,1,7,212.57142857142856,99.0,0,1,1196794
373,3,457,99,0,2494.0,394,458,APTOS,Produtor_1074,Lancamento_1267,Mentoria,244.0,Alto,78500000,MT,Cidade_1037,1966-07-03 00:00:00,59,CrA©dito AcessA­vel,1839.06,9.0,5.0,11.0,16.0,1,204.34,1,7,254.8571428571429,99.0,2,1,1199386
587,3,574,99,100,2444.0,519,562,APTOS,Produtor_0078,Lancamento_2767,Empreendedor,624.0,Outros,35935-000,MG,Cidade_3916,1987-10-22 00:00:00,38,CrA©dito AcessA­vel,2156.04,12.0,5.0,11.0,16.0,1,179.67,1,7,349.1428571428572,0.9801980198019802,-1,0,1199832
661,3,731,2,84,3238.0,682,662,APTOS,Produtor_1497,Lancamento_1422,Empreendedor,714.0,Baixo,88495000,SC,Cidade_1492,1992-12-01 00:00:00,33,CrA©dito AcessA­vel,2482.04,11.0,5.0,11.0,16.0,1,225.64,1,7,403.57142857142856,0.0235294117647058,0,0,1199997
591,1,623,99,90,2444.0,572,770,APTOS,Produtor_0197,Lancamento_0807,Outros,608.0,Outros,28623260,RJ,Cidade_2692,1968-08-25 00:00:00,57,CrA©dito AcessA­vel,1105.56,9.0,5.0,11.0,16.0,1,122.84,1,7,392.2857142857143,1.0879120879120878,-1,0,1199957
81,1,432,99,18,3275.0,247,233,APTOS,Produtor_1188,Lancamento_0197,Autodesenvolvimento,789.0,Baixo,70847060,DF,Cidade_0581,1990-11-10 00:00:00,35,CrA©dito AcessA­vel,1576.26,6.0,6.0,11.0,17.0,1,262.71,1,8,548.25,5.2105263157894735,0,0,1191091
