SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,pedido_id
532,1,555,99,13,1507.0,525,510,APTOS,Produtor_1961,Lancamento_1314,Outros,203.0,Alto,35350-000,MG,Cidade_4327,2000-09-09,25,Credito Acessivel,2730.84,12.0,3.0,1,22,0,227.57,1,8,467.75,7.071428571428571,2,1967134
612,2,590,99,44,25449.0,543,467,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,219.0,Alto,74855-270,GO,Cidade_2012,1985-01-10,41,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,3475.75,2.2,2,1975352
610,1,625,99,72,2024.0,613,613,APTOS,Produtor_0721,Lancamento_1428,Empreendedor,308.0,Medio,11669-184,SP,Cidade_1145,1977-12-21,48,Credito Acessivel,2186.7,12.0,3.0,1,22,0,182.225,1,8,582.125,1.356164383561644,1,1975230
536,5,590,99,999,2500.0,562,551,APTOS,Produtor_0261,Lancamento_3286,Mentoria,403.0,Medio,02636-040,SP,Cidade_5362,1996-12-03,29,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,730.25,0.099,1,1975483
712,5,688,99,100,500.0,674,680,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,614.0,Medio,29200-360,ES,Cidade_2097,1990-11-22,35,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,432.25,0.9801980198019802,1,1975587
768,1,750,2,94,7154.0,689,664,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,766.0,Baixo,86720-000,PR,Cidade_4560,1987-01-03,39,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1265.25,0.0210526315789473,0,1975597
669,6,715,99,100,3682.0,688,671,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,643.0,Medio,11070-070,SP,Cidade_4822,1983-12-16,42,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,828.75,0.9801980198019802,1,1975581
571,2,540,99,58,8026.0,541,506,APTOS,Produtor_1042,Lancamento_0270,Outros,204.0,Alto,06440-000,SP,Cidade_0580,1981-10-02,44,Credito Acessivel,1264.44,12.0,3.0,1,22,0,105.37,1,8,1292.875,1.6779661016949152,2,1974651
625,7,625,99,100,1518.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,302.0,Medio,72325-106,DF,Cidade_0764,1981-10-31,44,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,528.0,0.9801980198019802,1,1975503
625,5,625,99,64,1930.0,617,580,APTOS,Produtor_0261,Lancamento_3286,Mentoria,342.0,Medio,17808-216,SP,Cidade_0065,1969-04-16,56,Credito Acessivel,534.54,6.0,3.0,1,22,0,89.08999999999999,1,8,568.125,1.523076923076923,1,1974652
572,8,563,99,98,1700.0,602,642,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,599.0,Medio,21870-370,RJ,Cidade_4446,1991-10-30,34,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,535.5,1.0,1,1975594
625,1,625,99,100,4332.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,485.0,Medio,12517-670,SP,Cidade_2103,1989-09-22,36,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,879.0,0.9801980198019802,1,1975628
643,2,698,99,998,643.0,622,604,APTOS,Produtor_0261,Lancamento_3286,Mentoria,605.0,Medio,06754-110,SP,Cidade_5418,1999-03-12,26,Credito Acessivel,1974.3,10.0,3.0,1,22,0,197.43,1,8,538.625,0.0990990990990991,1,1975181
625,1,625,2,100,15754.0,608,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,283.0,Alto,13260-000,SP,Cidade_3019,1975-01-11,51,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,2292.5,0.0198019801980198,2,1967837
615,7,713,2,100,2556.0,677,730,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,855.0,Baixo,18193-140,SP,Cidade_0362,1954-10-07,71,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,675.0,0.0198019801980198,0,1975427
419,1,456,99,0,1976.0,449,428,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,259.0,Alto,28983-672,RJ,Cidade_0343,1985-07-25,40,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,478.5,99.0,2,1974577
457,1,503,99,0,1470.0,466,466,APTOS,Produtor_1446,Lancamento_3392,Outros,196.0,Alto,59810-000,RN,Cidade_4130,1995-01-08,31,Credito Acessivel,347.32,4.0,3.0,1,22,0,86.83,1,8,432.75,99.0,2,1975010
625,4,625,99,100,4465.0,625,625,APTOS,Produtor_2191,Lancamento_3995,Outros,506.0,Medio,99010-121,RS,Cidade_3862,1997-05-05,28,Credito Acessivel,1733.76,12.0,3.0,1,22,0,144.48,1,8,896.0,0.9801980198019802,1,1975589
625,3,625,99,100,7467.0,625,625,APTOS,Produtor_2047,Lancamento_2118,Outros,557.0,Medio,2401100,SP,Cidade_5362,1971-07-03,54,Credito Acessivel,2188.67,11.0,3.0,1,22,0,198.97,1,8,1271.125,0.9801980198019802,1,1973347
606,6,577,99,999,1773.0,546,578,APTOS,Produtor_0849,Lancamento_0465,Outros,201.0,Alto,89240-000,SC,Cidade_5273,1982-10-05,43,Credito Acessivel,2375.8,14.0,3.0,1,22,0,169.70000000000002,1,8,648.0,0.099,2,1965550
557,1,428,99,42,23163.0,492,461,APTOS,Produtor_2160,Lancamento_2993,Mentoria,285.0,Alto,11700-740,SP,Cidade_4205,1983-01-07,43,Credito Acessivel,2730.36,12.0,3.0,1,22,0,227.53,1,8,3155.375,2.302325581395349,2,1975596
576,1,535,99,60,6180.0,515,458,APTOS,Produtor_0261,Lancamento_3286,Mentoria,241.0,Alto,06433-010,SP,Cidade_0580,1983-10-11,42,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,1053.0,1.6229508196721312,2,1975544
522,6,512,99,63,1783.0,537,597,APTOS,Produtor_1256,Lancamento_1751,Empreendedor,321.0,Medio,61655-560,CE,Cidade_1243,1960-02-11,65,Credito Acessivel,1049.1,6.0,3.0,1,22,0,174.85,1,8,514.875,1.546875,1,1975368
528,1,526,99,93,4398.0,534,499,APTOS,Produtor_2160,Lancamento_2993,Mentoria,311.0,Medio,13056-502,SP,Cidade_1015,1979-04-25,46,Credito Acessivel,2730.36,12.0,3.0,1,22,0,227.53,1,8,834.75,1.053191489361702,1,1975652
625,3,625,99,100,1401.0,625,625,APTOS,Produtor_0261,Lancamento_3286,Mentoria,410.0,Medio,15775-011,SP,Cidade_4651,1998-04-17,27,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,512.875,0.9801980198019802,1,1975615
661,2,648,2,90,1931.0,634,651,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,781.0,Baixo,97010003,RS,Cidade_4677,1960-09-25,65,Credito Acessivel,2629.77,3.0,3.0,1,22,0,876.59,1,8,577.375,0.0219780219780219,0,1975572
625,1,567,99,87,3937.0,584,579,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,244.0,Alto,13244350,SP,Cidade_2709,1985-03-22,40,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,809.875,1.125,2,734754
620,8,582,2,98,5699.0,613,625,APTOS,Produtor_2066,Lancamento_3824,Mentoria,344.0,Medio,62590-000,CE,Cidade_2541,1972-08-17,53,Credito Acessivel,989.13,12.0,3.0,1,22,0,82.4275,1,8,1030.875,0.0202020202020202,1,1975046
456,3,474,99,86,2737.0,519,495,APTOS,Produtor_2259,Lancamento_0598,Autodesenvolvimento,279.0,Alto,08580-470,SP,Cidade_2530,1988-04-14,37,Credito Acessivel,1584.11,11.0,3.0,1,22,0,144.01,1,8,608.625,1.137931034482759,2,1975653
610,2,613,99,20,5931.0,608,609,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,364.0,Medio,06716-570,SP,Cidade_1486,1976-08-28,49,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1061.5,4.714285714285714,1,1975388
625,8,625,99,100,4818.0,625,596,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,381.0,Medio,78020-005,MT,Cidade_1539,1969-12-01,56,Credito Acessivel,2865.33,9.0,3.0,1,22,0,318.37,1,8,937.0,0.9801980198019802,1,1975610
566,1,513,99,72,1709.0,524,476,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,371.0,Medio,89809-879,SC,Cidade_1302,1994-05-10,31,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,495.0,1.356164383561644,1,1974741
542,1,598,99,60,1705.0,530,515,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,139.0,Alto,37570-000,MG,Cidade_3666,2000-04-14,25,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,506.25,1.6229508196721312,2,1974714
540,1,583,99,100,1416.0,551,513,APTOS,Produtor_0804,Lancamento_4567,Mentoria,0.0,Alto,57072-245,AL,Cidade_3043,2005-09-12,20,Credito Acessivel,11045.55,12.0,3.0,1,22,0,920.4625,1,8,475.375,0.9801980198019802,2,1970597
623,2,625,99,87,1507.0,605,611,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,342.0,Medio,23085-600,RJ,Cidade_4307,1970-03-23,55,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,519.875,1.125,1,1975690
726,2,678,99,43,2000.0,643,594,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,587.0,Medio,28360-000,RJ,Cidade_0706,1988-10-11,37,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,598.125,2.25,1,1975686
573,1,598,99,13,7348.0,537,475,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,588.0,Medio,13056-673,SP,Cidade_1015,1982-03-22,43,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,1205.5,7.071428571428571,1,1975697
669,1,671,99,98,8975.0,639,621,APTOS,Produtor_0219,Lancamento_2805,Empreendedor,371.0,Medio,13343-700,SP,Cidade_2322,1983-08-19,42,Credito Acessivel,4000.0,10.0,3.0,1,22,0,400.0,1,8,1471.625,1.0,1,1975700
606,6,625,99,100,3896.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,816.0,Baixo,95045-197,RS,Cidade_1248,1990-03-10,35,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,822.75,0.9801980198019802,0,1973196
700,5,631,99,100,2663.0,624,623,APTOS,Produtor_0111,Lancamento_3916,Emagrecimento,575.0,Medio,22270000,RJ,Cidade_4446,1996-06-01,29,Credito Acessivel,532.08,3.0,3.0,1,22,0,177.36,1,8,680.625,0.9801980198019802,1,1975730
625,1,625,99,100,1480.0,617,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,220.0,Alto,03533-003,SP,Cidade_5362,1984-08-09,41,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,521.5,0.9801980198019802,2,633779
634,2,599,99,86,1699.0,614,656,APTOS,Produtor_1348,Lancamento_1822,Empreendedor,475.0,Medio,18230-150,SP,Cidade_5347,1983-05-26,42,Credito Acessivel,506.52,6.0,3.0,1,22,0,84.42,1,8,548.625,1.137931034482759,1,1973873
603,1,616,99,81,2056.0,600,578,APTOS,Produtor_0261,Lancamento_3286,Mentoria,47.0,Alto,04357-000,SP,Cidade_5362,1993-12-27,32,Credito Acessivel,1974.3,10.0,3.0,1,22,0,197.43,1,8,579.25,1.2073170731707317,2,1973678
597,1,606,99,100,1500.0,553,520,APTOS,Produtor_0444,Lancamento_0467,Mentoria,334.0,Medio,89900-000,SC,Cidade_5356,1989-03-15,36,Credito Acessivel,687.51,9.0,3.0,1,22,0,76.39,1,8,497.0,0.9801980198019802,1,1975712
496,1,487,99,100,3073.0,502,490,APTOS,Produtor_0261,Lancamento_3285,Mentoria,238.0,Alto,44701-109,BA,Cidade_2646,1994-08-25,31,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,656.0,0.9801980198019802,2,1975717
570,1,511,99,79,7974.0,515,491,APTOS,Produtor_2024,Lancamento_1211,Empreendedor,286.0,Alto,02515-010,SP,Cidade_5362,1999-01-20,27,Credito Acessivel,2726.64,12.0,3.0,1,22,0,227.22,1,8,1280.0,1.2375,2,1972434
649,1,656,99,999,1779.0,638,624,APTOS,Produtor_0261,Lancamento_3286,Mentoria,364.0,Medio,07791-110,SP,Cidade_0958,2001-02-17,24,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,680.625,0.099,1,1975673
593,1,585,99,80,2900.0,562,516,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,231.0,Alto,89206-130,SC,Cidade_2758,1987-01-27,39,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,667.0,1.2222222222222223,2,1975644
525,1,557,99,97,1758.0,566,553,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,410.0,Medio,95320-000,RS,Cidade_3553,1987-09-23,38,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,519.5,1.010204081632653,1,1975705
578,5,567,99,998,1648.0,563,515,APTOS,Produtor_0981,Lancamento_3697,Financeiro,146.0,Alto,27330-540,RJ,Cidade_0535,2002-05-27,23,Credito Acessivel,672.0,6.0,3.0,1,22,0,112.0,1,8,621.625,0.0990990990990991,2,1975747
591,1,653,99,99,3239.0,635,620,APTOS,Produtor_0261,Lancamento_3286,Mentoria,453.0,Medio,13256339,SP,Cidade_2548,2001-04-10,24,Credito Acessivel,1729.3,2.0,3.0,1,22,0,864.65,1,8,742.125,0.99,1,1974703
619,4,625,2,84,3806.0,595,624,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,326.0,Medio,70857-140,DF,Cidade_0764,1970-09-09,55,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,794.875,0.0235294117647058,1,1975748
681,9,707,99,100,8631.0,685,732,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,795.0,Baixo,13345-797,SP,Cidade_2176,1968-11-29,57,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,1455.5,0.9801980198019802,0,1975541
679,5,665,99,94,4481.0,653,638,APTOS,Produtor_2006,Lancamento_2242,Mentoria,698.0,Baixo,88390-000,SC,Cidade_0536,1989-11-03,36,Credito Acessivel,17229.9,12.0,3.0,1,22,0,1435.825,1,8,914.25,1.0421052631578946,0,1975788
487,1,434,2,100,10701.0,510,467,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,292.0,Alto,13064-722,SP,Cidade_1015,1982-02-27,43,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1587.75,0.0198019801980198,2,1973282
586,3,565,99,100,4394.0,597,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,344.0,Medio,07081-200,SP,Cidade_2115,1974-12-29,51,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,871.125,0.9801980198019802,1,1975413
604,1,586,99,100,1871.0,562,552,APTOS,Produtor_0261,Lancamento_3286,Mentoria,481.0,Medio,17700-000,SP,Cidade_3654,1999-02-02,27,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,546.875,0.9801980198019802,1,1974110
654,10,744,99,100,8454.0,687,667,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,697.0,Baixo,03188-000,SP,Cidade_5362,1978-02-14,47,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1426.875,0.9801980198019802,0,1974923
563,1,591,99,86,9501.0,570,550,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,0.0,Alto,35424179,MG,Cidade_3156,1963-04-12,62,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,1495.125,1.137931034482759,2,1972632
544,4,625,99,998,2380.0,616,604,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,223.0,Alto,26320-010,RJ,Cidade_4272,1971-09-21,54,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,733.75,0.0990990990990991,2,1975752
625,9,625,99,100,6038.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,483.0,Medio,03802-010,SP,Cidade_5362,1978-11-04,47,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,1093.25,0.9801980198019802,1,1973259
591,3,605,99,100,2859.0,618,581,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,330.0,Medio,19806-230,SP,Cidade_0412,1988-09-22,37,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,682.0,0.9801980198019802,1,1975765
595,7,507,2,97,7675.0,562,608,APTOS,Produtor_2105,Lancamento_1349,Outros,239.0,Alto,65065-660,MA,Cidade_5338,1953-04-26,72,Credito Acessivel,3099.0,12.0,3.0,1,22,0,258.25,1,8,1256.625,0.0204081632653061,2,1975801
528,5,522,99,100,2150.0,534,507,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,69.0,Alto,2760040,SP,Cidade_5362,1986-06-29,39,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,555.625,0.9801980198019802,2,1975567
540,3,539,99,999,4243.0,554,553,APTOS,Produtor_0261,Lancamento_3286,Mentoria,554.0,Medio,05398-080,SP,Cidade_5362,1997-07-02,28,Credito Acessivel,1788.6,4.0,3.0,1,22,0,447.15,1,8,941.25,0.099,1,1974393
704,4,676,99,99,1708.0,662,702,APTOS,Produtor_2259,Lancamento_0598,Autodesenvolvimento,740.0,Baixo,15472-368,SP,Cidade_3740,1985-09-24,40,Credito Acessivel,1584.11,11.0,3.0,1,22,0,144.01,1,8,581.75,0.99,0,1975422
552,1,558,99,69,2032.0,564,538,APTOS,Produtor_0723,Lancamento_1539,Empreendedor,441.0,Medio,04849-335,SP,Cidade_5362,2000-04-29,25,Credito Acessivel,1485.6,12.0,3.0,1,22,0,123.8,1,8,551.625,1.4142857142857144,1,1975806
749,1,690,2,100,6245.0,665,676,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,593.0,Medio,95590000,RS,Cidade_5568,1981-03-25,44,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1141.0,0.0198019801980198,1,1975849
665,1,609,99,96,11067.0,598,551,APTOS,Produtor_0723,Lancamento_1539,Empreendedor,437.0,Medio,9941202,SP,Cidade_1624,1985-09-12,40,Credito Acessivel,1415.43,9.0,3.0,1,22,0,157.27,1,8,1710.75,1.0206185567010309,1,1975844
687,1,758,2,99,29384.0,723,631,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,476.0,Medio,15051-414,SP,Cidade_5307,1982-02-17,43,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,4035.625,0.02,1,1975795
760,4,717,99,100,5238.0,684,708,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,703.0,Baixo,22790-877,RJ,Cidade_4446,1970-02-10,55,Credito Acessivel,1577.85,3.0,3.0,1,22,0,525.9499999999999,1,8,1038.75,0.9801980198019802,0,1975536
577,8,568,99,73,8243.0,595,579,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,334.0,Medio,79002-140,MS,Cidade_1031,1979-12-04,46,Antecipacao Produtor,1792.8,12.0,3.0,1,22,0,149.4,1,8,1342.75,1.337837837837838,1,1975824
671,1,663,99,88,3032.0,654,645,APTOS,Produtor_2160,Lancamento_2993,Mentoria,783.0,Baixo,65060-106,MA,Cidade_5338,1978-07-27,47,Credito Acessivel,2644.0,10.0,3.0,1,22,0,264.4,1,8,731.625,1.1123595505617978,0,1975665
625,1,625,99,100,4895.0,600,585,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,263.0,Alto,31610490,MG,Cidade_0618,1981-01-30,45,Credito Acessivel,1719.18,9.0,3.0,1,22,0,191.02,1,8,941.25,0.9801980198019802,2,1975492
556,9,664,99,0,2643.0,646,676,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,576.0,Medio,21725-010,RJ,Cidade_4446,1981-11-11,44,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,661.625,99.0,1,1975740
604,7,621,99,74,9380.0,536,520,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,336.0,Medio,69040080,AM,Cidade_3082,1968-02-21,57,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1480.125,1.32,1,1968027
679,2,640,99,97,3871.0,631,644,APTOS,Produtor_1335,Lancamento_2417,Outros,724.0,Baixo,35520-122,MG,Cidade_3562,1997-10-24,28,Credito Acessivel,2726.64,12.0,3.0,1,22,0,227.22,1,8,832.875,1.010204081632653,0,1975851
622,7,641,99,100,4577.0,606,631,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,636.0,Medio,83535-000,PR,Cidade_1036,1962-10-21,63,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,910.375,0.9801980198019802,1,1975411
585,1,584,99,998,1623.0,528,514,APTOS,Produtor_2259,Lancamento_0598,Autodesenvolvimento,329.0,Medio,14810332,SP,Cidade_0335,1985-04-23,40,Credito Acessivel,1609.68,12.0,3.0,1,22,0,134.14,1,8,616.5,0.0990990990990991,1,1975491
589,10,578,99,100,2914.0,571,635,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,671.0,Baixo,22250-040,RJ,Cidade_4446,1962-03-01,63,Credito Acessivel,2745.9,6.0,3.0,1,22,0,457.65,1,8,687.0,0.9801980198019802,0,1975410
510,5,577,99,74,4618.0,561,564,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,126.0,Alto,18706778,SP,Cidade_0436,1985-09-23,40,Credito Acessivel,2988.0,12.0,3.0,1,22,0,249.0,1,8,876.0,1.32,2,1974069
716,1,765,2,100,37126.0,712,677,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,862.0,Baixo,79040-541,MS,Cidade_1031,1972-12-05,53,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,5012.375,0.0198019801980198,0,1975798
527,2,607,99,998,1764.0,527,550,APTOS,Produtor_0261,Lancamento_3286,Mentoria,186.0,Alto,06824-390,SP,Cidade_1721,1999-11-27,26,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,634.25,0.0990990990990991,2,1975855
634,1,566,99,85,2394.0,583,575,APTOS,Produtor_0723,Lancamento_1539,Empreendedor,575.0,Medio,35500-495,MG,Cidade_1646,1992-02-12,33,Credito Acessivel,1485.6,12.0,3.0,1,22,0,123.8,1,8,617.125,1.1511627906976745,1,1975827
739,3,790,99,96,7954.0,727,672,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,563.0,Medio,15997-082,SP,Cidade_3225,1976-07-04,49,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1385.0,1.0206185567010309,1,1975400
620,4,654,99,95,5254.0,658,731,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,263.0,Alto,03928-080,SP,Cidade_5362,1972-12-11,53,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1014.375,1.03125,2,1972752
602,1,625,99,100,865.0,613,570,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,303.0,Medio,86700245,PR,Cidade_0323,1976-08-26,49,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,434.375,0.9801980198019802,1,1975149
690,5,638,99,98,3345.0,630,654,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,245.0,Alto,01307-001,SP,Cidade_5362,1962-06-08,63,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,769.875,1.0,2,1975791
620,1,612,99,100,1400.0,608,615,APTOS,Produtor_1373,Lancamento_1148,Outros,497.0,Medio,15885-037,SP,Cidade_3578,2005-11-22,20,Credito Acessivel,1030.08,12.0,3.0,1,22,0,85.83999999999999,1,8,506.875,0.9801980198019802,1,1975180
778,1,714,2,88,17425.0,697,730,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,447.0,Medio,04444-000,SP,Cidade_5362,1976-11-14,49,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,2554.375,0.0224719101123595,1,1975183
670,8,657,99,97,2999.0,676,707,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,777.0,Baixo,27286-130,RJ,Cidade_5860,1981-08-14,44,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,739.125,1.010204081632653,0,1972791
630,2,663,99,0,1400.0,634,659,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,262.0,Alto,72007-045,DF,Cidade_0764,1971-10-11,54,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,510.875,99.0,2,1975069
569,4,690,99,998,2048.0,636,650,APTOS,Produtor_1958,Lancamento_3691,Empreendedor,349.0,Medio,42800-753,BA,Cidade_0987,1990-12-27,35,Credito Acessivel,2171.88,12.0,3.0,1,22,0,180.99,1,8,711.75,0.0990990990990991,1,1975366
650,7,695,99,100,2802.0,679,669,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,463.0,Medio,25610-081,RJ,Cidade_3975,1978-01-08,48,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,712.625,0.9801980198019802,1,1975561
625,5,602,99,72,8753.0,608,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,665.0,Baixo,13575-480,SP,Cidade_5258,1977-01-06,49,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1423.625,1.356164383561644,0,1972842
546,4,529,99,84,6474.0,518,501,APTOS,Produtor_2160,Lancamento_2993,Mentoria,113.0,Alto,20510180,RJ,Cidade_4446,1983-11-12,42,Credito Acessivel,2730.36,12.0,3.0,1,22,0,227.53,1,8,1094.375,1.1647058823529413,2,1975825
533,1,515,99,72,1430.0,492,450,APTOS,Produtor_0261,Lancamento_3286,Mentoria,196.0,Alto,13582-008,SP,Cidade_4389,2002-12-14,23,Credito Acessivel,534.54,6.0,3.0,1,22,0,89.08999999999999,1,8,449.0,1.356164383561644,2,1973486
747,10,692,99,100,5650.0,678,679,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,617.0,Medio,89296-515,SC,Cidade_4422,1969-07-19,56,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1081.875,0.9801980198019802,1,1973056
728,7,764,2,87,7066.0,698,688,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,679.0,Baixo,13313-100,SP,Cidade_2577,1973-07-03,52,Antecipacao Produtor,2988.0,12.0,3.0,1,22,0,249.0,1,8,1255.0,0.0227272727272727,0,1975406
560,7,622,99,73,2515.0,590,625,APTOS,Produtor_0261,Lancamento_3286,Mentoria,367.0,Medio,2217060,SP,Cidade_5362,1971-02-08,54,Credito Acessivel,2038.8,12.0,3.0,1,22,0,169.9,1,8,636.375,1.337837837837838,1,1973657
